dataset,market,category,position_change_metric,horizon,increase_n,increase_mean_return,increase_median_return,increase_hit_rate,increase_stdev,decrease_n,decrease_mean_return,decrease_median_return,decrease_hit_rate,decrease_stdev,mean_diff_up_minus_down,welch_t,normal_p_approx
tff_disaggregated,nq,asset_mgr,long_oi_pct_change,13w_post_release,225,0.05636313355683863,0.05418465041236353,0.7955555555555556,0.09414145605170424,313,0.051928717677981066,0.061651307261303634,0.7539936102236422,0.09096724560045992,0.00443441587885756,0.5465547330995998,0.5846846754180902
tff_disaggregated,nq,asset_mgr,short_oi_pct_change,1d_post_release,254,-0.00012422223969267096,0.0013900891205880228,0.5708661417322834,0.016069181804435312,297,0.002142090223075948,0.002347607976024735,0.6161616161616161,0.01278650056252268,-0.002266312462768619,-1.8103896186487078,0.07023538805173045
tff_disaggregated,nq,asset_mgr,short_oi_pct_change,2d_post_release,254,0.0018809621695621444,0.0028518038864989714,0.5905511811023622,0.017622818767528213,297,0.0029924569864770087,0.0037049339499706235,0.6195286195286195,0.0166091888979906,-0.0011114948169148643,-0.75776345707737,0.4485926025287337
tff_disaggregated,nq,asset_mgr,short_oi_pct_change,3d_post_release,254,0.002782509014820862,0.00491966683815237,0.5984251968503937,0.022592413191893947,297,0.004761300756486644,0.004098277479875012,0.5993265993265994,0.019953758026852945,-0.001978791741665782,-1.0811137769078092,0.27964650580727135
tff_disaggregated,nq,asset_mgr,short_oi_pct_change,1w_post_release,254,0.0026069708782582106,0.003300807193299171,0.5590551181102362,0.028849098682637457,297,0.005579446763864037,0.0072054967515706725,0.5993265993265994,0.028088601437040967,-0.0029724758856058266,-1.2203287042180178,0.22234029260840144
tff_disaggregated,nq,asset_mgr,short_oi_pct_change,2w_post_release,254,0.0054064466952407275,0.011124921393793286,0.5905511811023622,0.03867908437579308,296,0.010553465883706191,0.011935902501139073,0.6790540540540541,0.03798449630825522,-0.005147019188465464,-1.5687725617817252,0.11670094396061377
tff_disaggregated,nq,asset_mgr,short_oi_pct_change,4w_post_release,254,0.012777613371892121,0.02184760448210854,0.6496062992125984,0.05713343686141517,294,0.01971101743654785,0.02329975102601145,0.6768707482993197,0.055271619070159934,-0.006933404064655729,-1.438159481344919,0.15038880883751551
tff_disaggregated,nq,asset_mgr,short_oi_pct_change,13w_post_release,250,0.056240831592872166,0.06555604803294846,0.788,0.0889269936547599,288,0.05164995064332889,0.05473055539301541,0.7569444444444444,0.09513783867837944,0.004590880949543276,0.5781221012616925,0.5631816865432943
tff_disaggregated,nq,dealer,net_oi_pct_change,1d_post_release,288,0.00030260592933323245,0.0014787141001335602,0.5798611111111112,0.01566525794058059,263,0.0019676723943864915,0.0023324766879411207,0.6121673003802282,0.012902437784981326,-0.0016650664650532591,-1.3663419342953098,0.17183166477999576
tff_disaggregated,nq,dealer,net_oi_pct_change,2d_post_release,288,0.0028482306505433577,0.003228821266908044,0.5972222222222222,0.017740234170349825,263,0.0020769341775512136,0.003341994348572408,0.6159695817490495,0.016344643496204875,0.000771296472992144,0.5311670662928327,0.5953030127505932
tff_disaggregated,nq,dealer,net_oi_pct_change,3d_post_release,288,0.003802832233588299,0.004995765505979688,0.6041666666666666,0.021547339890166453,263,0.0038998020196486763,0.0037755952932456704,0.5931558935361216,0.020884345897758935,-9.696978606037751e-05,-0.053620330720230855,0.9572376582399635
tff_disaggregated,nq,dealer,net_oi_pct_change,1w_post_release,288,0.004735173437142139,0.005938503469922862,0.5902777777777778,0.029355978411372906,263,0.0036332180306017825,0.004027379474335735,0.5703422053231939,0.02747748542394403,0.0011019554065403564,0.45509563692306865,0.6490404367984413
tff_disaggregated,nq,dealer,net_oi_pct_change,2w_post_release,288,0.007245154113651439,0.0115670687897661,0.6354166666666666,0.04025444567410889,262,0.009200225104719706,0.011943258194272777,0.6412213740458015,0.03620794142196234,-0.001955070991068267,-0.5996379075743773,0.5487475779198796
tff_disaggregated,nq,dealer,net_oi_pct_change,4w_post_release,286,0.018559959887573193,0.021634773552809072,0.6888111888111889,0.054562613506065255,262,0.014245818301373024,0.024018847995880943,0.6374045801526718,0.05794995176026562,0.004314141586200169,0.8951558581984099,0.37070377760881573
tff_disaggregated,nq,dealer,net_oi_pct_change,13w_post_release,280,0.054565231452400324,0.061841714653742,0.7535714285714286,0.09664492345336702,258,0.052934608049708044,0.05393914261265975,0.7906976744186046,0.08740370152986761,0.00163062340269228,0.20549125510328053,0.8371883297374394
tff_disaggregated,nq,dealer,long_oi_pct_change,1d_post_release,276,0.0005311462711980137,0.001496702771077274,0.5760869565217391,0.015894537636505172,275,0.0016656435509853323,0.002272482203985904,0.6145454545454545,0.012783232221247214,-0.0011344972797873187,-0.9233719935547399,0.35581338152965875
tff_disaggregated,nq,dealer,long_oi_pct_change,2d_post_release,276,0.002213609747890422,0.002832780980536187,0.5833333333333334,0.016387275475105413,275,0.002747519365944363,0.0037049339499706235,0.6290909090909091,0.017768720911185247,-0.0005339096180539409,-0.3665971830667355,0.713919509735575
tff_disaggregated,nq,dealer,long_oi_pct_change,3d_post_release,276,0.0023609422493838282,0.004122159635281397,0.5905797101449275,0.021085263053951364,275,0.005342703831313074,0.004549809760585388,0.6072727272727273,0.021276614842081047,-0.0029817615819292455,-1.6522083173485707,0.09849209149525702
tff_disaggregated,nq,dealer,long_oi_pct_change,1w_post_release,276,0.004251105955823511,0.005788819040804083,0.5833333333333334,0.029099656455561104,275,0.004167131084137875,0.004328349960828648,0.5781818181818181,0.027844778731049766,8.397487168563655e-05,0.034608683454624534,0.972391777253773
