dataset,dataset_label,player,player_key,signal,target,horizon,n,pearson_r,spearman_r,slope_pp_per_unit,hac_t,hac_p,bucket_n,bucket_top_n,bucket_bottom_n,bucket_top_avg,bucket_bottom_avg,bucket_top_minus_bottom,bucket_top_hit,bucket_bottom_hit,bucket_top_avg_drawdown,bucket_bottom_avg_drawdown,abs_spearman,top_minus_bottom_abs,evidence
tff,TFF Detailed,Dealer / Intermediary,dealer,net_z,S&P 500,1w,477,0.016653656281454404,0.05415083061723939,0.01819550435810774,0.35441227976873335,0.7230299331232994,477,143,143,0.23796556285937193,0.20226053640639433,0.0357050264529776,61.53846153846154,61.53846153846154,-1.534883188582301,-1.0562639820639292,0.05415083061723939,0.0357050264529776,none
tff,TFF Detailed,Dealer / Intermediary,dealer,net_z,S&P 500,4w,474,0.05119608289395386,0.0796223518359149,0.10912324444107749,0.6715568585865752,0.5018658507232596,474,142,142,1.2713760776540102,0.3832892086202345,0.8880868690337756,69.01408450704226,64.7887323943662,-3.153358199278247,-3.003532232760425,0.0796223518359149,0.8880868690337756,none
tff,TFF Detailed,Dealer / Intermediary,dealer,net_z,S&P 500,13w,465,0.07116590117263721,0.0817089326719722,0.249003309635724,0.5582084244508421,0.5767020688558184,465,140,140,4.304482828397061,2.3153124953114728,1.9891703330855885,75.0,70.0,-5.059652438136912,-6.739686023700384,0.0817089326719722,1.9891703330855885,weak/mixed
tff,TFF Detailed,Dealer / Intermediary,dealer,net_z,S&P 500,26w,452,-0.03928108998599858,-0.036921865012313176,-0.1776290686014329,-0.23505256201893834,0.8141679372321984,452,136,136,7.558455855165458,8.374544460780303,-0.8160886056148451,75.73529411764706,83.08823529411765,-6.413962455501868,-8.381107052462676,0.036921865012313176,0.8160886056148451,none
tff,TFF Detailed,Dealer / Intermediary,dealer,net_z,NASDAQ-100,1w,477,0.02317214418895648,0.05351926828993221,0.03290411503566744,0.5089919150078058,0.6107578912271634,477,143,143,0.42082208024595114,0.34777081364843926,0.07305126659751188,62.23776223776224,58.74125874125874,-1.884540108008489,-1.3994531299124673,0.05351926828993221,0.07305126659751188,none
tff,TFF Detailed,Dealer / Intermediary,dealer,net_z,NASDAQ-100,4w,474,0.0597384589403226,0.09398436278562708,0.16026038656313304,0.765527248286426,0.44395764727997267,474,142,142,1.9784376406456894,0.8448833376608363,1.133554302984853,68.30985915492957,61.97183098591549,-3.7786351265860856,-3.6331471131667534,0.09398436278562708,1.133554302984853,none
tff,TFF Detailed,Dealer / Intermediary,dealer,net_z,NASDAQ-100,13w,465,0.08618400513035962,0.10869683530102595,0.4028756307788282,0.6357087907490596,0.5249662456499082,465,140,140,6.695208853505807,3.9742640737610557,2.7209447797447517,75.0,66.42857142857143,-5.977019688233197,-7.293571210442846,0.10869683530102595,2.7209447797447517,weak/mixed
tff,TFF Detailed,Dealer / Intermediary,dealer,net_z,NASDAQ-100,26w,452,0.025519728102035604,0.03357493613403205,0.1596023553650205,0.16421285374746808,0.8695635826400752,452,136,136,11.801685590489619,11.86502898687007,-0.06334339638045172,72.05882352941177,92.64705882352942,-7.486114025860574,-9.17852823034583,0.03357493613403205,0.06334339638045172,none
tff,TFF Detailed,Dealer / Intermediary,dealer,flow1_z,S&P 500,1w,476,-0.0023171646257227375,0.04533887437795377,-0.0028520229009668004,-0.05203111318811914,0.9585039022434203,476,143,143,0.3051560079525958,0.09014085550161711,0.21501515245097869,61.53846153846154,57.34265734265735,-1.271915091157561,-1.1937149500673048,0.04533887437795377,0.21501515245097869,none
tff,TFF Detailed,Dealer / Intermediary,dealer,flow1_z,S&P 500,4w,473,-0.0347674339427004,0.0034805930910669393,-0.08375383992689528,-0.7781759832967909,0.43646527326585954,473,142,142,0.8930303233201761,0.8606927186639646,0.032337604656211494,69.71830985915493,67.6056338028169,-3.0045534695498453,-2.7924788197380916,0.0034805930910669393,0.032337604656211494,none
