dataset,player,date,risk_net_bn,risk_net_z,risk_trend13_bn,risk_trend13_z,risk_trend26_bn,risk_trend26_z
tff,Dealer / Intermediary,2026-07-21,-270.9703866264,-1.9344271260571382,8.452528623260037,0.5518752667153108,-8.75787042760004,0.1206356772699548
tff,Asset Manager / Institutional,2026-07-21,393.1391330484,2.1492651701715815,-12.352807398699952,-0.6317940987886882,48.03399610080004,0.600482977147404
tff,Leveraged Funds,2026-07-21,-176.51866115320001,-2.444692174500887,-5.247639327740018,-0.02134661819091299,-21.033333339200027,-0.475624754883584
tff,Other Reportables,2026-07-21,1.1608543344000002,0.2729795644727539,-10.74101878258,-1.054417772112708,-22.512261192,-1.9046641864297973
tff,Non-reportable,2026-07-21,53.1890603968,2.8042094075071295,19.88876049684,2.1644393235555306,4.268969106600004,0.22518424153378686
legacy,Noncommercial,2026-07-21,-12.224286017599999,-0.36108986743777005,22.579327115859996,1.4064619649302432,4.153963503400002,0.34542326653976624
legacy,Commercial,2026-07-21,-40.9638158156,-1.9746298539091625,-42.4667758486,-2.0698861019266754,-8.422313889400002,-0.3496415741136311
legacy,Nonreportable,2026-07-21,53.1890603968,2.8042094075071295,19.88876049684,2.1644393235555306,4.268969106600004,0.22518424153378686
