dataset,dataset_label,player,player_key,target,horizon,winner,combined_source_label,combined_better_side,combined_side_edge_pp,combined_abs_side_edge_pp,combined_hac_p,combined_evidence,best_single_source,best_single_source_label,best_single_better_side,best_single_side_edge_pp,best_single_abs_side_edge_pp,best_single_hac_p,best_single_evidence,combined_minus_best_single_abs_edge_pp,combined_positive_avg_return,combined_negative_avg_return,best_single_positive_avg_return,best_single_negative_avg_return,winner_rank,strongest_abs_edge_pp
tff,TFF Detailed,Leveraged Funds,lev_money,NASDAQ-100,1w,combined,Combined SP+NQ-VIX,negative,-0.6836390672596102,0.6836390672596102,0.25047443110043394,none,nq,NASDAQ-100 only,positive,0.09942170888094876,0.09942170888094876,0.7154734767564972,none,0.5842173583786614,-0.2505085422145139,0.4331305250450963,0.4720780755090178,0.37265636662806906,0,0.6836390672596102
tff,TFF Detailed,Leveraged Funds,lev_money,NASDAQ-100,26w,combined,Combined SP+NQ-VIX,negative,-7.805115821339545,7.805115821339545,0.389549263255578,weak/mixed,sp500,S&P 500 only,negative,-7.480613302889315,7.480613302889315,0.3447457453050999,weak/mixed,0.32450251845022926,2.866794796226753,10.671910617566297,3.007706212482668,10.488319515371984,0,7.805115821339545
tff,TFF Detailed,Leveraged Funds,lev_money,NASDAQ-100,4w,combined,Combined SP+NQ-VIX,negative,-2.1969436988638797,2.1969436988638797,0.17074993610827513,weak/mixed,sp500,S&P 500 only,positive,0.5523653020936701,0.5523653020936701,0.7635313970795122,none,1.6445783967702097,-0.4686265046560869,1.7283171942077928,2.129915714003075,1.5775504119094048,0,2.1969436988638797
tff,TFF Detailed,Leveraged Funds,lev_money,S&P 500,13w,combined,Combined SP+NQ-VIX,negative,-2.567733697319218,2.567733697319218,0.41435200949624634,weak/mixed,sp500,S&P 500 only,negative,-1.7129501740730995,1.7129501740730995,0.6655627582513337,weak/mixed,0.8547835232461185,1.0156756690007873,3.5834093663200055,1.7825895388836621,3.4955397129567616,0,2.567733697319218
tff,TFF Detailed,Leveraged Funds,lev_money,S&P 500,1w,combined,Combined SP+NQ-VIX,negative,-0.4684234382079515,0.4684234382079515,0.3837068657462394,none,nq,NASDAQ-100 only,positive,0.08751219649020273,0.08751219649020273,0.6701918833845029,none,0.3809112417177488,-0.1771579954880225,0.291265442719929,0.33337528351810825,0.24586308702790552,0,0.4684234382079515
tff,TFF Detailed,Leveraged Funds,lev_money,S&P 500,26w,combined,Combined SP+NQ-VIX,negative,-5.089567964678388,5.089567964678388,0.3883356117278635,weak/mixed,sp500,S&P 500 only,negative,-3.9625493546625297,3.9625493546625297,0.4786741269404429,weak/mixed,1.127018610015858,2.0068690888526395,7.096437053531027,2.9777731465587953,6.940322501221325,0,5.089567964678388
tff,TFF Detailed,Leveraged Funds,lev_money,S&P 500,4w,tie,Combined SP+NQ-VIX,negative,-1.3002858811808156,1.3002858811808156,0.40107146710057695,none,sp500,S&P 500 only,positive,1.1265002867301048,1.1265002867301048,0.42993977348005613,none,0.17378559445071073,-0.14973590295240347,1.150549978228412,2.1573571829562175,1.0308568962261127,2,1.3002858811808156
tff,TFF Detailed,Non-reportable,non_reportable,NASDAQ-100,13w,single,Combined SP+NQ-VIX,negative,-1.2817655678413358,1.2817655678413358,0.5878115948368765,none,vix_inverse,"VIX only, inverted",negative,-2.522105332869806,2.522105332869806,0.15700091919177644,weak/mixed,-1.2403397650284704,4.74878515576918,6.030550723610515,4.750881937768889,7.272987270638695,1,2.522105332869806
tff,TFF Detailed,Non-reportable,non_reportable,NASDAQ-100,1w,tie,Combined SP+NQ-VIX,negative,-0.20943898126436294,0.20943898126436294,0.4259358694368012,none,nq,NASDAQ-100 only,negative,-0.2516777290430895,0.2516777290430895,0.2692486075555705,none,-0.04223874777872655,0.3239729609825072,0.5334119422468702,0.26048048762269704,0.5121582166657865,2,0.2516777290430895
tff,TFF Detailed,Non-reportable,non_reportable,NASDAQ-100,26w,single,Combined SP+NQ-VIX,negative,-2.437001854354536,2.437001854354536,0.4998635346863477,weak/mixed,sp500,S&P 500 only,negative,-4.37603629494501,4.37603629494501,0.20129573741520296,weak/mixed,-1.9390344405904738,9.347861088502253,11.784862942856789,8.790200013296571,13.166236308241581,1,4.37603629494501
tff,TFF Detailed,Non-reportable,non_reportable,NASDAQ-100,4w,single,Combined SP+NQ-VIX,negative,-0.6022460639117699,0.6022460639117699,0.43541075489751574,none,sp500,S&P 500 only,negative,-1.1761645294189111,1.1761645294189111,0.11107992240677707,weak/mixed,-0.5739184655071412,1.3989913469974533,2.0012374109092232,1.2379024439197452,2.4140669733386564,1,1.1761645294189111
tff,TFF Detailed,Non-reportable,non_reportable,S&P 500,13w,single,Combined SP+NQ-VIX,negative,-0.7148326221875774,0.7148326221875774,0.6680184817872887,none,vix_inverse,"VIX only, inverted",negative,-2.267489496717016,2.267489496717016,0.0922742574819914,tentative,-1.5526568745294385,3.18809808554959,3.9029307077371675,3.042442660258003,5.309932156975019,1,2.267489496717016
tff,TFF Detailed,Non-reportable,non_reportable,S&P 500,1w,tie,Combined SP+NQ-VIX,negative,-0.13212897155232137,0.13212897155232137,0.5231174620795667,none,vix_inverse,"VIX only, inverted",negative,-0.2162572810136039,0.2162572810136039,0.37538613200725096,none,-0.08412830946128252,0.22022080704843203,0.3523497786007534,0.22649169431711755,0.44274897533072144,2,0.2162572810136039
tff,TFF Detailed,Non-reportable,non_reportable,S&P 500,26w,single,Combined SP+NQ-VIX,negative,-1.1040158409560767,1.1040158409560767,0.6719178107355024,none,nq,NASDAQ-100 only,positive,3.9821511598558565,3.9821511598558565,0.012970230428811689,supported,-2.87813531889978,6.400859790645564,7.5048756316016405,8.967803083779906,4.985651923924049,1,3.9821511598558565
tff,TFF Detailed,Non-reportable,non_reportable,S&P 500,4w,single,Combined SP+NQ-VIX,negative,-0.42973532724757024,0.42973532724757024,0.4746383866559034,none,sp500,S&P 500 only,negative,-0.8993298696964396,0.8993298696964396,0.12116683015130385,weak/mixed,-0.46959454244886933,0.931344627261398,1.3610799545089682,0.7979766994898749,1.6973065691863145,1,0.8993298696964396
tff,TFF Detailed,Other Reportables,other_reportable,NASDAQ-100,13w,tie,Combined SP+NQ-VIX,positive,1.3362283856761081,1.3362283856761081,0.6081841859571917,none,sp500,S&P 500 only,positive,1.2938425088283543,1.2938425088283543,0.5939609354507872,none,0.042385876847753856,6.2505090551657405,4.914280669489632,6.234136052110849,4.940293543282495,2,1.3362283856761081
tff,TFF Detailed,Other Reportables,other_reportable,NASDAQ-100,1w,single,Combined SP+NQ-VIX,positive,0.04480436842034108,0.04480436842034108,0.8754629564032803,none,vix_inverse,"VIX only, inverted",negative,-0.4544708979563578,0.4544708979563578,0.13172993856055823,weak/mixed,-0.40966652953601673,0.4281233232287578,0.3833189548084167,0.020292059325113663,0.4747629572814715,1,0.4544708979563578
tff,TFF Detailed,Other Reportables,other_reportable,NASDAQ-100,26w,single,Combined SP+NQ-VIX,positive,0.4626148956291054,0.4626148956291054,0.9001869201991347,none,nq,NASDAQ-100 only,negative,-2.656660517638386,2.656660517638386,0.3944515345789057,weak/mixed,-2.1940456220092805,10.57072048125078,10.108105585621674,8.294774004656345,10.951434522294731,1,2.656660517638386
tff,TFF Detailed,Other Reportables,other_reportable,NASDAQ-100,4w,tie,Combined SP+NQ-VIX,positive,0.11134651509929805,0.11134651509929805,0.9048896076624469,none,sp500,S&P 500 only,negative,-0.13547687963662436,0.13547687963662436,0.8905105785533695,none,-0.02413036453732631,1.6861854914863257,1.5748389763870276,1.4902113958989118,1.6256882755355362,2,0.13547687963662436
tff,TFF Detailed,Other Reportables,other_reportable,S&P 500,13w,tie,Combined SP+NQ-VIX,positive,1.0774911502107716,1.0774911502107716,0.5611062501108469,none,sp500,S&P 500 only,positive,0.9458586250059011,0.9458586250059011,0.5681821293239847,none,0.13163252520487045,4.29155684775441,3.214065697543638,4.199031222687414,3.253172597681513,2,1.0774911502107716
tff,TFF Detailed,Other Reportables,other_reportable,S&P 500,1w,single,Combined SP+NQ-VIX,positive,0.020817275955681613,0.020817275955681613,0.9233121815714078,none,vix_inverse,"VIX only, inverted",negative,-0.30236921554513235,0.30236921554513235,0.1553868871173973,weak/mixed,-0.28155193958945074,0.28008594586615193,0.2592686699104703,0.015797645531503177,0.31816686107663555,1,0.30236921554513235
tff,TFF Detailed,Other Reportables,other_reportable,S&P 500,26w,single,Combined SP+NQ-VIX,positive,0.9121686249937744,0.9121686249937744,0.7491515968860283,none,sp500,S&P 500 only,positive,1.2546823145726753,1.2546823145726753,0.6365545240422379,none,-0.34251368957890094,7.531723405851898,6.619554780858124,7.83041312751809,6.575730812945415,1,1.2546823145726753
tff,TFF Detailed,Other Reportables,other_reportable,S&P 500,4w,tie,Combined SP+NQ-VIX,positive,0.19001350276564843,0.19001350276564843,0.7797603963485829,none,nq,NASDAQ-100 only,positive,0.20670097124317266,0.20670097124317266,0.7082590928181269,none,-0.016687468477524225,1.2232484817057598,1.0332349789401114,1.216690150123015,1.0099891788798423,2,0.20670097124317266
