series	actor_role	horizon	predictor	predictor_family	classification	holdout_n	independent_n	holdout_spearman_rho	independent_spearman_rho	oos_r2	p90_minus_p10_spread_pp	global_fdr_q	family_fdr_q	best_incremental_oi_model	incremental_oi_r2_gain	augmented_oos_r2
disaggregated:gold:managed_money	PRIMARY_DIRECTIONAL	monday	delta_short_contracts	raw_position_flow	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	204	111	0.070236	0.192796	0.001048	0.319187	0.870842	0.965112	position_ratio_plus_oi_level	-0.002779	-0.002851
disaggregated:gold:managed_money	PRIMARY_DIRECTIONAL	tuesday	delta_1w_net_oi_pp	oi_normalized_flow	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	203	111	-0.083332	-0.097052	0.010436	-0.871508	0.978377	0.96862	position_ratio_plus_oi_level	0.00017	2.4e-05
disaggregated:gold:managed_money	PRIMARY_DIRECTIONAL	wednesday	signed_change_percentile	oi_normalized_flow	OVERLAP_CONFIRMED_NOT_FDR	200	109	-0.140966	-0.138004	0.017973	-1.082772	0.978377	0.96862	position_ratio_plus_oi_level	0.005416	0.007603
disaggregated:gold:managed_money	PRIMARY_DIRECTIONAL	thursday	delta_net_contracts	raw_position_flow	OVERLAP_CONFIRMED_NOT_FDR	192	105	-0.131526	-0.100093	0.009978	-1.958774	0.978377	0.98761	signed_flow_percentiles	0.002295	0.0114
disaggregated:gold:managed_money	PRIMARY_DIRECTIONAL	friday	signed_change_percentile	oi_normalized_flow	OVERLAP_CONFIRMED_NOT_FDR	185	101	-0.159799	-0.114607	0.019547	-1.966446	0.978377	0.96862	position_ratio_plus_oi_level	0.00064	-0.000119
disaggregated:gold:managed_money	PRIMARY_DIRECTIONAL	1w	signed_delta_net_contracts_percentile	raw_position_flow_normalized	OVERLAP_CONFIRMED_NOT_FDR	239	121	-0.148579	-0.268873	0.009917	-2.272279	0.522649	0.343089	position_ratio_plus_oi_level	0.001324	0.000326
disaggregated:gold:managed_money	PRIMARY_DIRECTIONAL	2w	signed_delta_net_contracts_percentile	raw_position_flow_normalized	OVERLAP_CONFIRMED_NOT_FDR	238	80	-0.111293	-0.158486	0.007541	-4.283073	0.978377	0.998913	position_ratio_plus_oi_level	0.002668	-0.001135
disaggregated:gold:managed_money	PRIMARY_DIRECTIONAL	3w	signed_delta_net_contracts_percentile	raw_position_flow_normalized	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	237	60	-0.078292	-0.243901	0.009867	-5.01019	0.91958	0.998913	position_ratio_plus_oi_level	0.003389	-0.003295
disaggregated:gold:managed_money	PRIMARY_DIRECTIONAL	4w	signed_change_percentile	oi_normalized_flow	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	236	48	-0.069976	-0.177377	0.009876	-4.096706	0.978377	0.96862	position_ratio_plus_oi_level	0.005808	-0.003662
disaggregated:gold:managed_money	PRIMARY_DIRECTIONAL	6w	net_contracts_percentile	raw_position_level_normalized	OVERLAP_CONFIRMED_NOT_FDR	233	34	0.207019	0.152636	0.017867	1.097082	0.978377	0.971823	position_ratio_plus_oi_level	0.008879	0.003672
disaggregated:gold:managed_money	PRIMARY_DIRECTIONAL	8w	net_contracts_percentile	raw_position_level_normalized	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	231	26	0.229083	0.061197	0.015971	2.111409	0.987554	0.980018	position_ratio_plus_oi_level	0.013092	0.000849
disaggregated:gold:managed_money	PRIMARY_DIRECTIONAL	13w	signed_delta_net_contracts_percentile	raw_position_flow_normalized	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	226	17	-0.02755	-0.289216	0.001974	-4.642032	0.978377	0.998913	signed_flow_percentiles	-0.000449	0.002585
disaggregated:gold:managed_money	PRIMARY_DIRECTIONAL	26w	net_contracts_percentile	raw_position_level_normalized	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	213	8	0.340657	0.428571	0.062118	3.010064	0.978377	0.971823	net_oi_flow_plus_oi_pct	0.001271	0.001281
disaggregated:gold:managed_money	PRIMARY_DIRECTIONAL	39w	net_contracts_percentile	raw_position_level_normalized	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	199	5	0.488805	0.8	0.060338	18.503971	0.978377	0.971823	raw_net_flow_plus_oi_pct	0.000253	-0.000542
disaggregated:gold:managed_money	PRIMARY_DIRECTIONAL	52w	long_contracts	raw_position_level	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	186	4	0.614897	0.2	0.002683	36.009499	0.987554	0.973469	raw_net_flow_plus_oi_pct	-0.00057	-0.001073
disaggregated:gold:non_reportable	SECONDARY_DIRECTIONAL	monday	long_contracts	raw_position_level	OVERLAP_CONFIRMED_NOT_FDR	204	111	0.134188	0.214663	0.000605	1.208595	0.841218	0.668865	position_ratio_plus_oi_level	-0.000818	-0.000842
disaggregated:gold:non_reportable	SECONDARY_DIRECTIONAL	tuesday	long_contracts	raw_position_level	OVERLAP_CONFIRMED_NOT_FDR	203	111	0.112357	0.135047	0.002075	-2.405045	0.978377	0.855283	position_ratio_plus_oi_level	3.9e-05	2.9e-05
disaggregated:gold:non_reportable	SECONDARY_DIRECTIONAL	wednesday	long_oi_pct	oi_normalized_position	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	200	109	0.081319	0.09519	0.000454	0.452091	0.978377	0.969894	position_ratio_plus_oi_level	0.002495	-0.001164
disaggregated:gold:non_reportable	SECONDARY_DIRECTIONAL	thursday	short_contracts	raw_position_level	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	192	105	0.019976	0.105629	0.000935	-0.315085	0.978377	0.924216	signed_flow_percentiles	0.00211	-0.01315
disaggregated:gold:non_reportable	SECONDARY_DIRECTIONAL	friday	short_oi_pct	oi_normalized_position	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	185	101	0.033031	0.086139	0.002781	4.380529	0.978377	0.969894	position_ratio_plus_oi_level	0.000896	0.001493
disaggregated:gold:non_reportable	SECONDARY_DIRECTIONAL	1w	short_contracts	raw_position_level	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	239	121	0.041102	0.058847	0.000571	0.582979	0.978377	0.938281	position_ratio_plus_oi_level	0.001698	0.000609
disaggregated:gold:non_reportable	SECONDARY_DIRECTIONAL	2w	delta_short_contracts	raw_position_flow	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	238	80	-0.020491	0.088842	0.00087	-1.151755	0.978377	0.98761	position_ratio_plus_oi_level	0.003108	-0.003018
disaggregated:gold:non_reportable	SECONDARY_DIRECTIONAL	3w	delta_short_contracts	raw_position_flow	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	237	60	-0.028035	-0.195888	0.000933	-1.593556	0.978377	0.98761	position_ratio_plus_oi_level	0.003372	-0.004303
disaggregated:gold:non_reportable	SECONDARY_DIRECTIONAL	4w	short_oi_pct	oi_normalized_position	OVERLAP_CONFIRMED_NOT_FDR	236	48	0.125807	0.23426	0.003123	9.801565	0.978377	0.969894	position_ratio_plus_oi_level	0.004435	0.002851
disaggregated:gold:non_reportable	SECONDARY_DIRECTIONAL	6w	short_oi_pct	oi_normalized_position	OVERLAP_CONFIRMED_NOT_FDR	233	34	0.176106	0.214057	0.008178	15.432182	0.978377	0.969894	position_ratio_plus_oi_level	0.005097	0.003857
disaggregated:gold:non_reportable	SECONDARY_DIRECTIONAL	8w	net_contracts_percentile	raw_position_level_normalized	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	231	26	-0.041515	-0.160342	0.004534	4.407238	0.978377	0.971823	position_ratio_plus_oi_level	0.011938	0.006968
disaggregated:gold:non_reportable	SECONDARY_DIRECTIONAL	13w	short_oi_pct	oi_normalized_position	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	226	17	0.191852	0.448529	0.011822	25.089056	0.94037	0.908545	position_ratio_plus_oi_level	0.007694	-0.000663
disaggregated:gold:non_reportable	SECONDARY_DIRECTIONAL	26w	delta_net_contracts	raw_position_flow	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	213	8	-0.008673	0.880952	0.000303	-0.486862	0.469155	0.442202	net_oi_flow_plus_oi_pct	0.001614	0.001582
disaggregated:gold:non_reportable	SECONDARY_DIRECTIONAL	39w	net_contracts	raw_position_level	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	199	5	0.166743	0.3	0.002044		0.978377	0.938281	net_oi_flow_plus_oi_pct	-5.3e-05	-0.000309
disaggregated:gold:non_reportable	SECONDARY_DIRECTIONAL	52w	net_contracts	raw_position_level	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	186	4	0.082487	0.4	0.015091		0.978377	0.938281	net_oi_flow_plus_oi_pct	-0.000889	-0.001071
disaggregated:gold:other_reportable	SECONDARY_DIRECTIONAL	monday	signed_delta_net_contracts_percentile	raw_position_flow_normalized	OVERLAP_CONFIRMED_NOT_FDR	204	111	0.121759	0.145007	0.005148	0.452116	0.978377	0.998913	position_ratio_plus_oi_level	0.000546	-0.000699
disaggregated:gold:other_reportable	SECONDARY_DIRECTIONAL	tuesday	net_contracts	raw_position_level	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	203	111	0.091383	0.103773	0.002064		0.978377	0.921161	position_ratio_plus_oi_level	0.001319	0.001921
disaggregated:gold:other_reportable	SECONDARY_DIRECTIONAL	wednesday	short_contracts	raw_position_level	OVERLAP_CONFIRMED_NOT_FDR	200	109	-0.153216	-0.114197	0.005887	2.37285	0.978377	0.908866	position_ratio_plus_oi_level	0.001794	0.002207
disaggregated:gold:other_reportable	SECONDARY_DIRECTIONAL	thursday	net_contracts	raw_position_level	OVERLAP_CONFIRMED_NOT_FDR	192	105	0.112198	0.119967	0.003994		0.978377	0.908866	signed_flow_percentiles	0.0022	-0.012969
disaggregated:gold:other_reportable	SECONDARY_DIRECTIONAL	friday	net_contracts	raw_position_level	OVERLAP_CONFIRMED_NOT_FDR	185	101	0.105801	0.104193	0.001353		0.978377	0.930168	raw_net_flow_plus_oi_pct	0.000751	0.004327
disaggregated:gold:other_reportable	SECONDARY_DIRECTIONAL	1w	delta_short_contracts	raw_position_flow	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	239	121	-0.118003	-0.258448	0.000616	-0.408907	0.562649	0.603398	raw_net_flow_plus_oi_pct	0.001864	0.001294
disaggregated:gold:other_reportable	SECONDARY_DIRECTIONAL	2w	short_oi_pct	oi_normalized_position	OVERLAP_CONFIRMED_NOT_FDR	238	80	-0.172292	-0.260455	0.00331		0.841218	0.83293	raw_net_flow_plus_oi_pct	0.002859	0.004178
disaggregated:gold:other_reportable	SECONDARY_DIRECTIONAL	3w	short_oi_pct	oi_normalized_position	OVERLAP_CONFIRMED_NOT_FDR	237	60	-0.189296	-0.31581	0.005039		0.769058	0.686004	position_ratio_plus_oi_level	-0.001809	-0.001777
disaggregated:gold:other_reportable	SECONDARY_DIRECTIONAL	4w	short_contracts	raw_position_level	OVERLAP_CONFIRMED_NOT_FDR	236	48	-0.183643	-0.21624	0.006882	4.6501	0.978377	0.847277	position_ratio_plus_oi_level	-0.000596	-0.002456
disaggregated:gold:other_reportable	SECONDARY_DIRECTIONAL	6w	short_contracts	raw_position_level	OVERLAP_CONFIRMED_NOT_FDR	233	34	-0.255473	-0.256837	0.012048	7.09965	0.978377	0.848943	position_ratio_plus_oi_level	0.006327	0.001654
disaggregated:gold:other_reportable	SECONDARY_DIRECTIONAL	8w	short_contracts	raw_position_level	OVERLAP_CONFIRMED_NOT_FDR	231	26	-0.289135	-0.233504	0.023129	3.12215	0.978377	0.915649	position_ratio_plus_oi_level	0.010999	0.010706
disaggregated:gold:other_reportable	SECONDARY_DIRECTIONAL	13w	short_contracts	raw_position_level	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	226	17	-0.373185	-0.183824	0.045019		0.978377	0.938281	position_ratio_plus_oi_level	0.011621	0.01149
disaggregated:gold:other_reportable	SECONDARY_DIRECTIONAL	26w	short_oi_pct	oi_normalized_position	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	213	8	-0.361543	-0.880952	0.016493		0.469155	0.302532	raw_net_flow_plus_oi_pct	0.001548	0.001512
disaggregated:gold:other_reportable	SECONDARY_DIRECTIONAL	39w	long_contracts	raw_position_level	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	199	5	-0.623691	-0.9	0.03515		0.841218	0.668865	raw_net_flow_plus_oi_pct	-0.00022	-0.000372
disaggregated:gold:other_reportable	SECONDARY_DIRECTIONAL	52w	short_contracts	raw_position_level	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	186	4	-0.490361	-0.8	0.037034		0.978377	0.915649	net_oi_flow_plus_oi_pct	-0.000874	-0.000775
disaggregated:gold:producer_merchant	HEDGER_CONTEXT	monday	delta_short_contracts	raw_position_flow	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	204	111	0.021854	-0.053484	0.001551	-0.92396	0.978377	0.98761	position_ratio_plus_oi_level	-0.000235	-0.00379
disaggregated:gold:producer_merchant	HEDGER_CONTEXT	tuesday	short_oi_pct	oi_normalized_position	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	203	111	0.113933	0.042717	0.000764		0.978377	0.969894	position_ratio_plus_oi_level	0.000948	0.00089
disaggregated:gold:producer_merchant	HEDGER_CONTEXT	wednesday	signed_delta_net_contracts_percentile	raw_position_flow_normalized	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	200	109	0.040884	0.054267	0.002033	0.037546	0.978377	1.0	position_ratio_plus_oi_level	0.001418	0.002073
disaggregated:gold:producer_merchant	HEDGER_CONTEXT	thursday	delta_1w_net_oi_pp	oi_normalized_flow	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	192	105	-0.073571	-0.089991	0.000738	-0.222846	0.978377	0.96862	signed_flow_percentiles	0.003142	0.003685
disaggregated:gold:producer_merchant	HEDGER_CONTEXT	friday	net_oi_pct	oi_normalized_position	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	185	101	-0.199877	-0.199581	0.001095		0.870842	0.858617	raw_net_flow_plus_oi_pct	0.001394	0.001613
disaggregated:gold:producer_merchant	HEDGER_CONTEXT	1w	short_contracts	raw_position_level	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	239	121	0.109805	0.118134	0.001969		0.978377	0.881627	raw_net_flow_plus_oi_pct	0.002025	0.001842
disaggregated:gold:producer_merchant	HEDGER_CONTEXT	2w	net_contracts	raw_position_level	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	238	80	-0.202896	-0.217464	0.002203		0.899685	0.707215	net_oi_flow_plus_oi_pct	0.00255	0.002455
disaggregated:gold:producer_merchant	HEDGER_CONTEXT	3w	short_oi_pct	oi_normalized_position	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	237	60	0.270187	0.270797	0.005015		0.841218	0.83293	position_ratio_plus_oi_level	-0.003483	-0.00163
disaggregated:gold:producer_merchant	HEDGER_CONTEXT	4w	short_oi_pct	oi_normalized_position	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	236	48	0.306042	0.153495	0.007882		0.978377	0.969894	position_ratio_plus_oi_level	-0.003128	0.000672
disaggregated:gold:producer_merchant	HEDGER_CONTEXT	6w	net_oi_pct	oi_normalized_position	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	233	34	-0.395373	-0.38793	0.009043		0.841218	0.83293	signed_flow_percentiles	0.000862	-0.002155
disaggregated:gold:producer_merchant	HEDGER_CONTEXT	8w	short_oi_pct	oi_normalized_position	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	231	26	0.345705	0.107009	0.020722		0.978377	0.969894	position_ratio_plus_oi_level	0.001628	0.015581
disaggregated:gold:producer_merchant	HEDGER_CONTEXT	13w	short_contracts	raw_position_level	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	226	17	0.230289	0.117647	0.046279		0.978377	0.938281	signed_flow_percentiles	-0.000741	-0.001172
disaggregated:gold:producer_merchant	HEDGER_CONTEXT	26w	signed_change_percentile	oi_normalized_flow	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	213	8	-0.078647	-0.761905	0.001188	-6.123181	0.841218	0.875768	raw_net_flow_plus_oi_pct	0.001953	0.00106
disaggregated:gold:producer_merchant	HEDGER_CONTEXT	39w	net_oi_pct	oi_normalized_position	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	199	5	-0.35071	-0.4	0.190768		0.978377	0.969894	raw_net_flow_plus_oi_pct	4.3e-05	5.8e-05
disaggregated:gold:producer_merchant	HEDGER_CONTEXT	52w	net_oi_pct	oi_normalized_position	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	186	4	-0.413186	-0.4	0.215954		0.978377	0.969894	net_oi_flow_plus_oi_pct	-0.000972	-0.001
disaggregated:gold:swap_dealer	INTERMEDIARY_CONTEXT	monday	delta_1w_net_oi_pp	oi_normalized_flow	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	204	111	-0.01004	0.121069	0.000386	0.530096	0.978377	0.96862	signed_flow_percentiles	-0.003845	-0.003954
disaggregated:gold:swap_dealer	INTERMEDIARY_CONTEXT	tuesday	delta_1w_net_oi_pp	oi_normalized_flow	OVERLAP_CONFIRMED_NOT_FDR	203	111	0.110427	0.10186	0.012553	0.966656	0.978377	0.96862	signed_flow_percentiles	-0.00239	0.007317
disaggregated:gold:swap_dealer	INTERMEDIARY_CONTEXT	wednesday	delta_short_contracts	raw_position_flow	OVERLAP_CONFIRMED_NOT_FDR	200	109	-0.131928	-0.127634	0.026277	-1.284391	0.978377	0.98761	position_ratio_plus_oi_level	0.003016	0.00899
disaggregated:gold:swap_dealer	INTERMEDIARY_CONTEXT	thursday	delta_short_contracts	raw_position_flow	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	192	105	-0.121621	-0.074694	0.019443	-1.39514	0.978377	0.98761	signed_flow_percentiles	0.003742	0.013036
disaggregated:gold:swap_dealer	INTERMEDIARY_CONTEXT	friday	delta_short_contracts	raw_position_flow	OVERLAP_CONFIRMED_NOT_FDR	185	101	-0.191702	-0.140955	0.026586	-1.740984	0.978377	0.98761	position_ratio_plus_oi_level	0.000913	0.002007
disaggregated:gold:swap_dealer	INTERMEDIARY_CONTEXT	1w	delta_short_contracts	raw_position_flow	OVERLAP_CONFIRMED_NOT_FDR	239	121	-0.149454	-0.257896	0.015414	-0.920745	0.562649	0.603398	net_oi_flow_plus_oi_pct	0.002293	0.010983
disaggregated:gold:swap_dealer	INTERMEDIARY_CONTEXT	2w	delta_short_contracts	raw_position_flow	OVERLAP_CONFIRMED_NOT_FDR	238	80	-0.119566	-0.221988	0.004841	-1.226891	0.884527	0.98761	signed_flow_percentiles	0.002253	0.003915
disaggregated:gold:swap_dealer	INTERMEDIARY_CONTEXT	3w	signed_change_percentile	oi_normalized_flow	OVERLAP_CONFIRMED_NOT_FDR	237	60	0.10748	0.20778	0.009576	2.319297	0.978377	0.96862	position_ratio_plus_oi_level	0.001065	0.000749
disaggregated:gold:swap_dealer	INTERMEDIARY_CONTEXT	4w	delta_1w_net_oi_pp	oi_normalized_flow	OVERLAP_CONFIRMED_NOT_FDR	236	48	0.125751	0.101389	0.008376	1.958484	0.978377	1.0	position_ratio_plus_oi_level	0.004669	0.001321
disaggregated:gold:swap_dealer	INTERMEDIARY_CONTEXT	6w	net_contracts	raw_position_level	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	233	34	-0.125758	-0.084186	0.006115		0.978377	0.938281	position_ratio_plus_oi_level	0.00924	0.010039
disaggregated:gold:swap_dealer	INTERMEDIARY_CONTEXT	8w	position_percentile	oi_normalized_position	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	231	26	-0.024255	-0.13641	0.011121		0.978377	0.969894	position_ratio_plus_oi_level	0.018002	0.026407
disaggregated:gold:swap_dealer	INTERMEDIARY_CONTEXT	13w	net_contracts_percentile	raw_position_level_normalized	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	226	17	-0.118407	0.20098	0.027225		0.978377	0.971823	position_ratio_plus_oi_level	0.020961	0.037675
disaggregated:gold:swap_dealer	INTERMEDIARY_CONTEXT	26w	net_contracts_percentile	raw_position_level_normalized	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	213	8	-0.040183	-0.309524	0.054607		0.978377	0.971823	net_oi_flow_plus_oi_pct	0.001101	0.00057
disaggregated:gold:swap_dealer	INTERMEDIARY_CONTEXT	39w	net_contracts_percentile	raw_position_level_normalized	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	199	5	-0.244897	-0.5	0.048667		0.978377	0.971823	raw_net_flow_plus_oi_pct	0.000378	-0.00183
disaggregated:gold:swap_dealer	INTERMEDIARY_CONTEXT	52w	net_contracts_percentile	raw_position_level_normalized	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	186	4	-0.384343	-0.4	0.028951		0.978377	0.971823	raw_net_flow_plus_oi_pct	-0.000374	-0.001887
disaggregated:silver:managed_money	PRIMARY_DIRECTIONAL	monday	signed_change_percentile	oi_normalized_flow	OVERLAP_CONFIRMED_NOT_FDR	204	111	-0.160372	-0.201974	0.017491	-0.986407	0.841218	0.875768	position_ratio_plus_oi_level	-0.000324	-0.010368
disaggregated:silver:managed_money	PRIMARY_DIRECTIONAL	tuesday	long_oi_pct	oi_normalized_position	OVERLAP_CONFIRMED_NOT_FDR	203	111	-0.125643	-0.182353	0.013852		0.907551	0.873225	position_ratio_plus_oi_level	0.003659	0.002816
disaggregated:silver:managed_money	PRIMARY_DIRECTIONAL	wednesday	long_oi_pct	oi_normalized_position	OVERLAP_CONFIRMED_NOT_FDR	200	109	-0.166468	-0.228978	0.030994		0.837894	0.771404	position_ratio_plus_oi_level	0.002047	0.003886
disaggregated:silver:managed_money	PRIMARY_DIRECTIONAL	thursday	signed_delta_net_contracts_percentile	raw_position_flow_normalized	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	192	105	-0.092608	-0.058117	0.008682	-0.291183	0.978377	1.0	position_ratio_plus_oi_level	-0.003805	-0.002166
disaggregated:silver:managed_money	PRIMARY_DIRECTIONAL	friday	signed_delta_net_contracts_percentile	raw_position_flow_normalized	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	185	101	-0.111131	-0.065463	0.009947	-1.017725	0.978377	1.0	position_ratio_plus_oi_level	-0.004439	-0.000552
disaggregated:silver:managed_money	PRIMARY_DIRECTIONAL	1w	signed_change_percentile	oi_normalized_flow	OVERLAP_CONFIRMED_NOT_FDR	239	121	-0.106043	-0.19116	0.008069	-0.993293	0.841218	0.875768	position_ratio_plus_oi_level	-0.002611	0.000435
disaggregated:silver:managed_money	PRIMARY_DIRECTIONAL	2w	signed_delta_net_contracts_percentile	raw_position_flow_normalized	OVERLAP_CONFIRMED_NOT_FDR	238	80	-0.15191	-0.374074	0.002601	-0.58788	0.340046	0.229017	signed_flow_percentiles	-0.000308	0.001292
disaggregated:silver:managed_money	PRIMARY_DIRECTIONAL	3w	signed_delta_net_contracts_percentile	raw_position_flow_normalized	OVERLAP_CONFIRMED_NOT_FDR	237	60	-0.159974	-0.26963	0.00375	-0.049727	0.841218	0.998913	net_oi_flow_plus_oi_pct	0.003227	0.00738
disaggregated:silver:managed_money	PRIMARY_DIRECTIONAL	4w	signed_delta_net_contracts_percentile	raw_position_flow_normalized	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	236	48	-0.101836	-0.086735	0.005041	-1.115209	0.978377	1.0	net_oi_flow_plus_oi_pct	0.003017	0.006362
disaggregated:silver:managed_money	PRIMARY_DIRECTIONAL	6w	short_contracts	raw_position_level	OVERLAP_CONFIRMED_NOT_FDR	233	34	0.100503	0.1945	0.003161		0.978377	0.916984	raw_net_flow_plus_oi_pct	0.000152	-3.4e-05
disaggregated:silver:managed_money	PRIMARY_DIRECTIONAL	8w	long_oi_pct	oi_normalized_position	OVERLAP_CONFIRMED_NOT_FDR	231	26	-0.145745	-0.2	0.023485		0.978377	0.969894	raw_net_flow_plus_oi_pct	-0.000827	-0.00254
disaggregated:silver:managed_money	PRIMARY_DIRECTIONAL	13w	short_contracts	raw_position_level	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	226	17	0.017077	0.345588	0.00803		0.978377	0.867543	signed_flow_percentiles	0.000474	0.006454
disaggregated:silver:managed_money	PRIMARY_DIRECTIONAL	26w	delta_long_contracts	raw_position_flow	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	213	8	0.020693	-0.714286	0.001963	-11.876925	0.870842	0.985609	position_ratio_plus_oi_level	0.008406	0.004866
disaggregated:silver:managed_money	PRIMARY_DIRECTIONAL	39w	long_contracts	raw_position_level	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	199	5	-0.102057	-0.6	0.075594		0.978377	0.938281	signed_flow_percentiles	0.004015	0.005813
disaggregated:silver:managed_money	PRIMARY_DIRECTIONAL	52w	net_contracts_percentile	raw_position_level_normalized	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	186	4	0.281804	0.2	0.026652		0.987554	0.980018	signed_flow_percentiles	0.000765	0.000493
disaggregated:silver:non_reportable	SECONDARY_DIRECTIONAL	monday	delta_short_contracts	raw_position_flow	OVERLAP_CONFIRMED_NOT_FDR	204	111	0.109268	0.260096	0.003712	1.471418	0.621636	0.64384	position_ratio_plus_oi_level	-0.002681	-0.001984
disaggregated:silver:non_reportable	SECONDARY_DIRECTIONAL	tuesday	net_oi_pct	oi_normalized_position	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	203	111	0.06485	0.149754	0.002384	0.004393	0.978377	0.969894	position_ratio_plus_oi_level	0.000537	0.002921
disaggregated:silver:non_reportable	SECONDARY_DIRECTIONAL	wednesday	net_oi_pct	oi_normalized_position	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	200	109	0.07137	0.048374	0.000227	-0.131766	0.978377	0.969894	position_ratio_plus_oi_level	0.00018	0.000406
disaggregated:silver:non_reportable	SECONDARY_DIRECTIONAL	thursday	long_oi_pct	oi_normalized_position	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	192	105	0.01089	-0.048943	0.001686		0.978377	0.969894	raw_net_flow_plus_oi_pct	-0.000429	-0.023919
disaggregated:silver:non_reportable	SECONDARY_DIRECTIONAL	friday	net_oi_pct	oi_normalized_position	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	185	101	-0.009397	-0.095061	8.8e-05	-0.029859	0.978377	0.969894	position_ratio_plus_oi_level	-0.00144	-0.001353
disaggregated:silver:non_reportable	SECONDARY_DIRECTIONAL	1w	delta_short_contracts	raw_position_flow	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	239	121	-0.063617	-0.155156	0.002828	-2.967985	0.978128	0.98761	position_ratio_plus_oi_level	-0.002623	-0.001981
disaggregated:silver:non_reportable	SECONDARY_DIRECTIONAL	2w	delta_1w_net_oi_pp	oi_normalized_flow	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	238	80	0.00603	0.088467	0.002102	2.913719	0.978377	0.983492	signed_flow_percentiles	-0.000194	-0.000565
