series	actor_role	horizon	predictor	predictor_family	classification	holdout_n	independent_n	holdout_spearman_rho	independent_spearman_rho	oos_r2	p90_minus_p10_spread_pp	global_fdr_q	family_fdr_q	best_incremental_oi_model	incremental_oi_r2_gain	augmented_oos_r2
legacy:sp500:nonreportable	SECONDARY_DIRECTIONAL	39w	delta_short_contracts	raw_position_flow	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	199	5	-0.027267	0.4	0.002228	1.497566	0.978377	0.98761	position_ratio_plus_oi_level	0.540037	-1.992319
legacy:sp500:nonreportable	SECONDARY_DIRECTIONAL	52w	delta_short_contracts	raw_position_flow	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	186	4	-0.051412	-0.2	0.003005	1.08448	0.987554	0.98761	position_ratio_plus_oi_level	0.740716	-1.429129
legacy:sp500:total_reportable	AGGREGATE_CONTEXT	monday	short_oi_pct	oi_normalized_position	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	203	111	0.021855	0.073771	0.005238		0.978377	0.969894	signed_flow_percentiles	-0.183279	-0.193781
legacy:sp500:total_reportable	AGGREGATE_CONTEXT	tuesday	short_contracts	raw_position_level	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	202	111	0.072813	0.165172	0.009458	0.4302	0.970936	0.767967	signed_flow_percentiles	0.002524	9.7e-05
legacy:sp500:total_reportable	AGGREGATE_CONTEXT	wednesday	long_contracts	raw_position_level	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	199	109	0.015681	0.055472	0.00497	0.335465	0.978377	0.938281	signed_flow_percentiles	0.000736	-0.020415
legacy:sp500:total_reportable	AGGREGATE_CONTEXT	thursday	long_oi_pct	oi_normalized_position	NO_OOS_GAIN	190	105	-0.013424	0.080313	-0.000425		0.978377	0.969894	signed_flow_percentiles	-0.003391	-0.009338
legacy:sp500:total_reportable	AGGREGATE_CONTEXT	friday	short_oi_pct	oi_normalized_position	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	182	101	0.018734	0.00509	3.8e-05		1.0	0.996923	raw_net_flow_plus_oi_pct	0.004345	-0.144321
legacy:sp500:total_reportable	AGGREGATE_CONTEXT	1w	delta_long_contracts	raw_position_flow	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	239	121	0.073921	0.02942	0.000142	0.296825	0.987554	0.98761	net_oi_flow_plus_oi_pct	-0.0033	-0.00343
legacy:sp500:total_reportable	AGGREGATE_CONTEXT	2w	long_oi_pct	oi_normalized_position	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	238	80	0.084016	0.20082	4.1e-05		0.943159	0.908545	signed_flow_percentiles	-0.042474	-0.042671
legacy:sp500:total_reportable	AGGREGATE_CONTEXT	3w	long_contracts	raw_position_level	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	237	60	0.198951	0.307752	0.004504	1.680186	0.837894	0.628968	signed_flow_percentiles	-0.05406	-0.04868
legacy:sp500:total_reportable	AGGREGATE_CONTEXT	4w	long_contracts	raw_position_level	NO_OOS_GAIN	236	48	0.208436	0.320126	-0.441152	2.123841	0.841218	0.668865	signed_flow_percentiles	-0.024366	-0.028339
legacy:sp500:total_reportable	AGGREGATE_CONTEXT	6w	delta_net_contracts	raw_position_flow	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	233	34	0.051384	-0.257448	0.007689	0.641872	0.978377	0.98761	position_ratio_plus_oi_level	0.134007	-0.337435
legacy:sp500:total_reportable	AGGREGATE_CONTEXT	8w	delta_net_contracts	raw_position_flow	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	231	26	0.04397	0.117949	0.004924	0.328089	0.978377	0.98761	position_ratio_plus_oi_level	0.29246	-0.343339
legacy:sp500:total_reportable	AGGREGATE_CONTEXT	13w	delta_long_contracts	raw_position_flow	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	226	17	0.111282	0.213235	0.001896	2.418745	0.978377	0.98761	position_ratio_plus_oi_level	0.397449	-0.636766
legacy:sp500:total_reportable	AGGREGATE_CONTEXT	26w	long_oi_pct	oi_normalized_position	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	213	8	-0.135514	-0.547619	0.008229		0.978377	0.969894	position_ratio_plus_oi_level	0.578361	-1.159847
legacy:sp500:total_reportable	AGGREGATE_CONTEXT	39w	delta_long_contracts	raw_position_flow	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	199	5	0.074733	0.3	0.00288	1.752092	0.978377	0.98761	position_ratio_plus_oi_level	0.540036	-1.992369
legacy:sp500:total_reportable	AGGREGATE_CONTEXT	52w	signed_change_percentile	oi_normalized_flow	NO_OOS_GAIN	186	4	-0.024547	-0.4	-0.003284	0.712763	0.978377	1.0	position_ratio_plus_oi_level	0.74072	-1.429117
legacy:vix:commercial	OPPOSITE_SIDE_CONTEXT	monday	short_oi_pct	oi_normalized_position	OVERLAP_CONFIRMED_NOT_FDR	225	116	-0.165639	-0.253004	0.048795		0.63405	0.492664	signed_flow_percentiles	0.001346	-0.014129
legacy:vix:commercial	OPPOSITE_SIDE_CONTEXT	tuesday	short_oi_pct	oi_normalized_position	OVERLAP_CONFIRMED_NOT_FDR	225	116	-0.180475	-0.294599	0.035921		0.441979	0.302532	position_ratio_plus_oi_level	-0.004229	0.001983
legacy:vix:commercial	OPPOSITE_SIDE_CONTEXT	wednesday	short_oi_pct	oi_normalized_position	OVERLAP_CONFIRMED_NOT_FDR	223	116	-0.154203	-0.292054	0.049027		0.463939	0.302532	position_ratio_plus_oi_level	0.001675	0.022109
legacy:vix:commercial	OPPOSITE_SIDE_CONTEXT	thursday	long_contracts	raw_position_level	OVERLAP_CONFIRMED_NOT_FDR	221	115	0.113855	0.140835	0.013993	-3.334167	0.978377	0.847277	position_ratio_plus_oi_level	-0.00991	0.013864
legacy:vix:commercial	OPPOSITE_SIDE_CONTEXT	friday	net_contracts_percentile	raw_position_level_normalized	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	215	111	0.082507	0.140962	0.003836		0.978377	0.971823	position_ratio_plus_oi_level	-0.003131	-0.002318
legacy:vix:commercial	OPPOSITE_SIDE_CONTEXT	1w	signed_change_percentile	oi_normalized_flow	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	239	121	0.023073	0.023344	6.4e-05	-1.432544	0.987554	1.0	position_ratio_plus_oi_level	-0.002344	-0.002734
legacy:vix:commercial	OPPOSITE_SIDE_CONTEXT	2w	net_contracts_percentile	raw_position_level_normalized	OVERLAP_CONFIRMED_NOT_FDR	238	80	0.12486	0.105673	0.00752		0.978377	0.971823	position_ratio_plus_oi_level	-0.000986	0.005414
legacy:vix:commercial	OPPOSITE_SIDE_CONTEXT	3w	long_contracts	raw_position_level	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	237	60	0.18164	0.099028	0.026801	5.786369	0.978377	0.938281	position_ratio_plus_oi_level	0.003721	0.035627
legacy:vix:commercial	OPPOSITE_SIDE_CONTEXT	4w	long_contracts	raw_position_level	OVERLAP_CONFIRMED_NOT_FDR	236	48	0.180794	0.149587	0.038652	9.963446	0.978377	0.938281	position_ratio_plus_oi_level	0.009555	0.06818
legacy:vix:commercial	OPPOSITE_SIDE_CONTEXT	6w	short_oi_pct	oi_normalized_position	OVERLAP_CONFIRMED_NOT_FDR	233	34	-0.303789	-0.357066	0.071522		0.843122	0.83293	position_ratio_plus_oi_level	0.018333	0.107934
legacy:vix:commercial	OPPOSITE_SIDE_CONTEXT	8w	net_contracts	raw_position_level	OVERLAP_CONFIRMED_NOT_FDR	231	26	0.182569	0.156239	0.098378		0.978377	0.938281	position_ratio_plus_oi_level	0.017959	0.107016
legacy:vix:commercial	OPPOSITE_SIDE_CONTEXT	13w	short_contracts	raw_position_level	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	226	17	-0.01177	-0.514706	0.082294		0.841218	0.668865	net_oi_flow_plus_oi_pct	0.004125	0.012108
legacy:vix:commercial	OPPOSITE_SIDE_CONTEXT	26w	short_oi_pct	oi_normalized_position	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	213	8	-0.11649	-0.714286	0.299386		0.870842	0.858617	position_ratio_plus_oi_level	0.025143	0.114768
legacy:vix:commercial	OPPOSITE_SIDE_CONTEXT	39w	net_contracts_percentile	raw_position_level_normalized	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	200	5	-0.120521	-0.3	0.195778		0.978377	0.971823	position_ratio_plus_oi_level	0.058447	0.12477
legacy:vix:commercial	OPPOSITE_SIDE_CONTEXT	52w	short_oi_pct	oi_normalized_position	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	187	4	0.09081	-0.4	0.463167		0.978377	0.969894	position_ratio_plus_oi_level	0.093645	0.200491
legacy:vix:noncommercial	PRIMARY_DIRECTIONAL	monday	short_oi_pct	oi_normalized_position	OVERLAP_CONFIRMED_NOT_FDR	225	116	0.121832	0.233975	0.032476		0.736645	0.623057	signed_flow_percentiles	0.00133	-0.023953
legacy:vix:noncommercial	PRIMARY_DIRECTIONAL	tuesday	net_oi_pct	oi_normalized_position	OVERLAP_CONFIRMED_NOT_FDR	225	116	-0.16478	-0.2926	0.005757		0.463939	0.302532	position_ratio_plus_oi_level	-0.005051	0.000705
legacy:vix:noncommercial	PRIMARY_DIRECTIONAL	wednesday	net_contracts	raw_position_level	OVERLAP_CONFIRMED_NOT_FDR	223	116	-0.148262	-0.289978	0.033573		0.469155	0.50767	position_ratio_plus_oi_level	0.000563	0.021834
legacy:vix:noncommercial	PRIMARY_DIRECTIONAL	thursday	net_contracts	raw_position_level	OVERLAP_CONFIRMED_NOT_FDR	221	115	-0.11057	-0.267806	0.048773		0.558864	0.50767	position_ratio_plus_oi_level	-0.011722	0.014947
legacy:vix:noncommercial	PRIMARY_DIRECTIONAL	friday	net_contracts_percentile	raw_position_level_normalized	OVERLAP_CONFIRMED_NOT_FDR	215	111	-0.102844	-0.154309	0.004651		0.978377	0.956051	position_ratio_plus_oi_level	-0.003328	-0.001532
legacy:vix:noncommercial	PRIMARY_DIRECTIONAL	1w	net_oi_pct	oi_normalized_position	OVERLAP_CONFIRMED_NOT_FDR	239	121	-0.101018	-0.102147	0.002225		0.978377	0.969894	position_ratio_plus_oi_level	-0.002725	-0.0005
legacy:vix:noncommercial	PRIMARY_DIRECTIONAL	2w	net_contracts_percentile	raw_position_level_normalized	OVERLAP_CONFIRMED_NOT_FDR	238	80	-0.143948	-0.119855	0.010433		0.978377	0.971823	position_ratio_plus_oi_level	-0.001947	0.006398
legacy:vix:noncommercial	PRIMARY_DIRECTIONAL	3w	long_contracts	raw_position_level	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	237	60	-0.05245	-0.093804	0.010111		0.978377	0.938281	position_ratio_plus_oi_level	0.001361	0.035204
legacy:vix:noncommercial	PRIMARY_DIRECTIONAL	4w	long_contracts	raw_position_level	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	236	48	-0.066287	-0.278767	0.021124		0.907551	0.707215	position_ratio_plus_oi_level	0.006512	0.067467
legacy:vix:noncommercial	PRIMARY_DIRECTIONAL	6w	net_contracts	raw_position_level	OVERLAP_CONFIRMED_NOT_FDR	233	34	-0.228069	-0.32987	0.114632		0.907551	0.707215	position_ratio_plus_oi_level	0.013356	0.111963
legacy:vix:noncommercial	PRIMARY_DIRECTIONAL	8w	net_contracts_percentile	raw_position_level_normalized	OVERLAP_CONFIRMED_NOT_FDR	231	26	-0.232763	-0.260855	0.116612		0.978377	0.971823	position_ratio_plus_oi_level	0.012239	0.116458
legacy:vix:noncommercial	PRIMARY_DIRECTIONAL	13w	short_contracts	raw_position_level	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	226	17	0.159481	0.159314	0.096456		0.978377	0.938281	net_oi_flow_plus_oi_pct	0.003698	0.011941
legacy:vix:noncommercial	PRIMARY_DIRECTIONAL	26w	short_oi_pct	oi_normalized_position	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	213	8	-0.101326	0.714286	0.201103		0.870842	0.858617	position_ratio_plus_oi_level	0.019298	0.119642
legacy:vix:noncommercial	PRIMARY_DIRECTIONAL	39w	short_oi_pct	oi_normalized_position	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	200	5	-0.211703	0.3	0.207929		0.978377	0.969894	position_ratio_plus_oi_level	0.053105	0.124584
legacy:vix:noncommercial	PRIMARY_DIRECTIONAL	52w	short_contracts	raw_position_level	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	187	4	0.139065	0.4	0.50838		0.978377	0.938281	position_ratio_plus_oi_level	0.085715	0.213005
legacy:vix:nonreportable	SECONDARY_DIRECTIONAL	monday	short_contracts	raw_position_level	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	225	116	0.046598	0.167624	0.013726	3.123251	0.94037	0.738159	signed_flow_percentiles	-0.00091	-0.009377
legacy:vix:nonreportable	SECONDARY_DIRECTIONAL	tuesday	short_contracts	raw_position_level	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	225	116	0.006608	0.055565	0.004036	-1.048614	0.978377	0.938281	position_ratio_plus_oi_level	0.000583	0.003168
legacy:vix:nonreportable	SECONDARY_DIRECTIONAL	wednesday	delta_1w_net_oi_pp	oi_normalized_flow	OVERLAP_CONFIRMED_NOT_FDR	223	116	0.10411	0.112013	0.001066	5.286481	0.978377	0.96862	position_ratio_plus_oi_level	0.005953	0.00451
legacy:vix:nonreportable	SECONDARY_DIRECTIONAL	thursday	delta_1w_net_oi_pp	oi_normalized_flow	OVERLAP_CONFIRMED_NOT_FDR	221	115	0.101531	0.153618	0.013281	9.249564	0.978377	0.96862	position_ratio_plus_oi_level	-0.005352	-0.012535
legacy:vix:nonreportable	SECONDARY_DIRECTIONAL	friday	delta_1w_net_oi_pp	oi_normalized_flow	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	215	111	0.029859	0.022148	0.011897	8.222707	0.987554	1.0	position_ratio_plus_oi_level	-0.01017	-0.001033
legacy:vix:nonreportable	SECONDARY_DIRECTIONAL	1w	delta_net_contracts	raw_position_flow	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	239	121	0.053637	0.157208	0.004495	8.169417	0.976318	0.98761	position_ratio_plus_oi_level	-0.012017	-0.01546
legacy:vix:nonreportable	SECONDARY_DIRECTIONAL	2w	delta_net_contracts	raw_position_flow	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	238	80	0.062763	0.078903	0.001751	14.067514	0.978377	0.98761	position_ratio_plus_oi_level	-0.010208	-0.014509
legacy:vix:nonreportable	SECONDARY_DIRECTIONAL	3w	long_contracts	raw_position_level	NO_OOS_GAIN	237	60	0.01205	0.194887	-0.000433	-2.63539	0.978377	0.847277	position_ratio_plus_oi_level	0.001007	0.000313
legacy:vix:nonreportable	SECONDARY_DIRECTIONAL	4w	net_contracts	raw_position_level	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	236	48	0.076691	-0.07284	0.009354	-5.023502	0.978377	0.938281	position_ratio_plus_oi_level	0.018033	0.022101
legacy:vix:nonreportable	SECONDARY_DIRECTIONAL	6w	short_contracts	raw_position_level	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	233	34	-0.064248	0.048434	0.002673	0.840424	0.987554	0.973469	position_ratio_plus_oi_level	0.007976	0.003006
legacy:vix:nonreportable	SECONDARY_DIRECTIONAL	8w	short_oi_pct	oi_normalized_position	OVERLAP_CONFIRMED_NOT_FDR	231	26	-0.165293	-0.243077	0.005582	-12.028346	0.978377	0.969894	signed_flow_percentiles	-0.002546	0.006258
legacy:vix:nonreportable	SECONDARY_DIRECTIONAL	13w	delta_long_contracts	raw_position_flow	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	226	17	0.038795	0.426471	0.001286	-0.252361	0.976318	0.98761	raw_net_flow_plus_oi_pct	0.004209	0.004501
legacy:vix:nonreportable	SECONDARY_DIRECTIONAL	26w	short_oi_pct	oi_normalized_position	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	213	8	-0.313111	-0.452381	0.086067	-37.601044	0.978377	0.969894	position_ratio_plus_oi_level	-0.01339	-0.117901
legacy:vix:nonreportable	SECONDARY_DIRECTIONAL	39w	short_oi_pct	oi_normalized_position	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	200	5	-0.318051	-0.3	0.11564	-19.040218	0.978377	0.969894	position_ratio_plus_oi_level	0.057964	0.035083
legacy:vix:nonreportable	SECONDARY_DIRECTIONAL	52w	short_oi_pct	oi_normalized_position	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	187	4	-0.450416	-0.8	0.263023		0.978377	0.969894	position_ratio_plus_oi_level	0.08941	0.090243
legacy:vix:total_reportable	AGGREGATE_CONTEXT	monday	long_contracts	raw_position_level	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	225	116	-0.025895	-0.075854	0.008456		0.978377	0.938281	signed_flow_percentiles	-0.00091	-0.009377
legacy:vix:total_reportable	AGGREGATE_CONTEXT	tuesday	long_contracts	raw_position_level	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	225	116	0.032148	0.033468	0.010796		0.987554	0.956352	position_ratio_plus_oi_level	0.000583	0.003168
legacy:vix:total_reportable	AGGREGATE_CONTEXT	wednesday	delta_1w_net_oi_pp	oi_normalized_flow	OVERLAP_CONFIRMED_NOT_FDR	223	116	-0.10411	-0.112013	0.001066	-5.286481	0.978377	0.96862	position_ratio_plus_oi_level	0.005953	0.00451
legacy:vix:total_reportable	AGGREGATE_CONTEXT	thursday	delta_1w_net_oi_pp	oi_normalized_flow	OVERLAP_CONFIRMED_NOT_FDR	221	115	-0.101531	-0.153618	0.013281	-9.249564	0.978377	0.96862	position_ratio_plus_oi_level	-0.005352	-0.012535
legacy:vix:total_reportable	AGGREGATE_CONTEXT	friday	delta_1w_net_oi_pp	oi_normalized_flow	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	215	111	-0.029859	-0.022148	0.011897	-8.222707	0.987554	1.0	position_ratio_plus_oi_level	-0.01017	-0.001033
legacy:vix:total_reportable	AGGREGATE_CONTEXT	1w	delta_net_contracts	raw_position_flow	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	239	121	-0.053637	-0.157208	0.004495	-8.169417	0.976318	0.98761	position_ratio_plus_oi_level	-0.012017	-0.01546
legacy:vix:total_reportable	AGGREGATE_CONTEXT	2w	short_contracts	raw_position_level	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	238	80	0.091914	0.132865	0.006426		0.978377	0.908866	position_ratio_plus_oi_level	-0.010208	-0.014509
legacy:vix:total_reportable	AGGREGATE_CONTEXT	3w	short_contracts	raw_position_level	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	237	60	0.118875	0.060517	0.033821		0.978377	0.938281	position_ratio_plus_oi_level	0.001007	0.000313
legacy:vix:total_reportable	AGGREGATE_CONTEXT	4w	net_contracts	raw_position_level	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	236	48	-0.076691	0.07284	0.009354	5.023502	0.978377	0.938281	position_ratio_plus_oi_level	0.018033	0.022101
legacy:vix:total_reportable	AGGREGATE_CONTEXT	6w	long_contracts	raw_position_level	OVERLAP_CONFIRMED_NOT_FDR	233	34	0.172813	0.132468	0.064791		0.978377	0.938281	position_ratio_plus_oi_level	0.007976	0.003006
legacy:vix:total_reportable	AGGREGATE_CONTEXT	8w	long_contracts	raw_position_level	OVERLAP_CONFIRMED_NOT_FDR	231	26	0.167916	0.198632	0.065148		0.978377	0.938281	signed_flow_percentiles	-0.002546	0.006258
legacy:vix:total_reportable	AGGREGATE_CONTEXT	13w	short_contracts	raw_position_level	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	226	17	0.176496	-0.186275	0.116509		0.978377	0.938281	raw_net_flow_plus_oi_pct	0.004209	0.004501
legacy:vix:total_reportable	AGGREGATE_CONTEXT	26w	short_oi_pct	oi_normalized_position	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	213	8	0.313111	0.452381	0.086067	37.601044	0.978377	0.969894	position_ratio_plus_oi_level	-0.01339	-0.117901
legacy:vix:total_reportable	AGGREGATE_CONTEXT	39w	short_oi_pct	oi_normalized_position	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	200	5	0.318051	0.3	0.11564	19.040218	0.978377	0.969894	position_ratio_plus_oi_level	0.057964	0.035083
legacy:vix:total_reportable	AGGREGATE_CONTEXT	52w	long_contracts	raw_position_level	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	187	4	0.503879	0.8	0.333227		0.978377	0.915649	position_ratio_plus_oi_level	0.08941	0.090243
tff:dow:asset_mgr	PRIMARY_DIRECTIONAL	monday	long_oi_pct	oi_normalized_position	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	203	111	-0.093356	-0.201422	0.00528		0.841218	0.83293	signed_flow_percentiles	-0.014793	-0.07962
tff:dow:asset_mgr	PRIMARY_DIRECTIONAL	tuesday	delta_long_contracts	raw_position_flow	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	202	111	-0.080759	-0.096912	0.002813	-0.294543	0.978377	0.98761	position_ratio_plus_oi_level	0.00768	-0.075287
tff:dow:asset_mgr	PRIMARY_DIRECTIONAL	wednesday	delta_long_contracts	raw_position_flow	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	199	109	-0.096955	-0.1598	0.00802	-0.478733	0.978377	0.98761	position_ratio_plus_oi_level	0.004193	-0.049489
tff:dow:asset_mgr	PRIMARY_DIRECTIONAL	thursday	delta_long_contracts	raw_position_flow	OVERLAP_CONFIRMED_NOT_FDR	190	105	-0.103306	-0.138254	0.013461	-0.779148	0.978377	0.98761	position_ratio_plus_oi_level	0.001352	-0.070183
tff:dow:asset_mgr	PRIMARY_DIRECTIONAL	friday	delta_long_contracts	raw_position_flow	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	182	101	-0.058224	-0.076081	0.012755	-0.944938	0.978377	0.98761	signed_flow_percentiles	0.00143	-0.020615
tff:dow:asset_mgr	PRIMARY_DIRECTIONAL	1w	short_contracts	raw_position_level	NO_OOS_GAIN	239	121	0.120178	0.177231	-0.084284		0.89866	0.707215	position_ratio_plus_oi_level	0.009243	-0.053508
tff:dow:asset_mgr	PRIMARY_DIRECTIONAL	2w	delta_short_contracts	raw_position_flow	NO_OOS_GAIN	238	80	0.006929	0.099391	-0.000587	-0.021687	0.978377	0.98761	position_ratio_plus_oi_level	0.016277	-0.161571
tff:dow:asset_mgr	PRIMARY_DIRECTIONAL	3w	delta_long_contracts	raw_position_flow	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	237	60	-0.080945	-0.065629	0.000623	-0.56313	0.978377	0.98761	position_ratio_plus_oi_level	0.016102	-0.266438
tff:dow:asset_mgr	PRIMARY_DIRECTIONAL	4w	delta_short_contracts	raw_position_flow	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	236	48	0.041008	0.011832	0.001132	0.103185	0.996964	0.995436	net_oi_flow_plus_oi_pct	0.002969	-0.000366
tff:dow:asset_mgr	PRIMARY_DIRECTIONAL	6w	signed_change_percentile	oi_normalized_flow	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	233	34	-0.059422	-0.167609	0.00386	1.898268	0.978377	0.96862	position_ratio_plus_oi_level	0.010891	-0.633654
tff:dow:asset_mgr	PRIMARY_DIRECTIONAL	8w	short_contracts	raw_position_level	NO_OOS_GAIN	231	26	0.330423	0.487179	-0.653835		0.736645	0.549609	position_ratio_plus_oi_level	0.015444	-0.69888
tff:dow:asset_mgr	PRIMARY_DIRECTIONAL	13w	signed_delta_net_contracts_percentile	raw_position_flow_normalized	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	226	17	0.010025	0.279412	0.000321	0.751855	0.978377	0.998913	position_ratio_plus_oi_level	0.065536	-0.920487
tff:dow:asset_mgr	PRIMARY_DIRECTIONAL	26w	delta_short_contracts	raw_position_flow	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	213	8	0.073843	0.47619	0.002772	1.078159	0.978377	0.98761	position_ratio_plus_oi_level	0.053656	-1.298855
tff:dow:asset_mgr	PRIMARY_DIRECTIONAL	39w	delta_short_contracts	raw_position_flow	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	199	5	0.026324	0.8	0.000221	0.120575	0.978377	0.98761	position_ratio_plus_oi_level	0.099666	-2.676286
tff:dow:asset_mgr	PRIMARY_DIRECTIONAL	52w	signed_change_percentile	oi_normalized_flow	NO_OOS_GAIN	186	4	-0.028347	-0.4	-0.014284	4.380503	0.978377	1.0	raw_net_flow_plus_oi_pct	-0.0022	-0.061292
tff:dow:dealer	INTERMEDIARY_CONTEXT	monday	delta_1w_net_oi_pp	oi_normalized_flow	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	203	111	0.127218	0.159249	0.000638	0.22563	0.978377	0.96862	position_ratio_plus_oi_level	-0.005196	-0.061064
tff:dow:dealer	INTERMEDIARY_CONTEXT	tuesday	delta_long_contracts	raw_position_flow	FAMILY_FDR10_OOS	202	111	0.133276	0.349036	0.006904	0.554175	0.210453	0.099986	position_ratio_plus_oi_level	0.00114	-0.041207
tff:dow:dealer	INTERMEDIARY_CONTEXT	wednesday	signed_change_percentile	oi_normalized_flow	OVERLAP_CONFIRMED_NOT_FDR	199	109	0.119826	0.177333	0.010359	0.822529	0.928588	0.96862	signed_flow_percentiles	0.000122	0.010481
tff:dow:dealer	INTERMEDIARY_CONTEXT	thursday	long_contracts	raw_position_level	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	190	105	0.141178	0.082625	0.001543		0.978377	0.938281	position_ratio_plus_oi_level	0.006906	-0.035863
tff:dow:dealer	INTERMEDIARY_CONTEXT	friday	position_percentile	oi_normalized_position	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	182	101	-0.056776	-0.036698	0.0006		0.987554	0.98647	signed_flow_percentiles	0.001011	0.000818
tff:dow:dealer	INTERMEDIARY_CONTEXT	1w	long_contracts	raw_position_level	NO_OOS_GAIN	239	121	0.146361	0.169429	-0.000273	0.460291	0.925624	0.72545	position_ratio_plus_oi_level	0.001582	-0.020905
tff:dow:dealer	INTERMEDIARY_CONTEXT	2w	signed_delta_net_contracts_percentile	raw_position_flow_normalized	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	238	80	0.050368	0.137951	0.000445	0.564869	0.978377	0.998913	raw_net_flow_plus_oi_pct	0.00263	0.002681
tff:dow:dealer	INTERMEDIARY_CONTEXT	3w	long_contracts	raw_position_level	OVERLAP_CONFIRMED_NOT_FDR	237	60	0.237659	0.367658	0.00281	0.443398	0.558864	0.50767	raw_net_flow_plus_oi_pct	0.001357	0.001378
tff:dow:dealer	INTERMEDIARY_CONTEXT	4w	long_contracts	raw_position_level	OVERLAP_CONFIRMED_NOT_FDR	236	48	0.250507	0.375987	0.00027	-0.640506	0.666206	0.537715	raw_net_flow_plus_oi_pct	0.002611	0.004248
