dataset,dataset_label,player,player_key,signal,target,horizon,n,pearson_r,spearman_r,slope_pp_per_unit,hac_t,hac_p,bucket_n,bucket_top_n,bucket_bottom_n,bucket_top_avg,bucket_bottom_avg,bucket_top_minus_bottom,bucket_top_hit,bucket_bottom_hit,bucket_top_avg_drawdown,bucket_bottom_avg_drawdown,abs_spearman,top_minus_bottom_abs,evidence
tff,TFF Detailed,Dealer / Intermediary,dealer,flow1_z,NASDAQ-100,4w,475,-0.028414423550163492,-0.019014662493911625,-0.08627518981565614,-0.6964104993711259,0.4861717896321822,475,143,143,1.2063411483473667,1.3363211991441752,-0.12998005079680852,61.53846153846154,65.73426573426573,-3.693466630414457,-3.565909822757686,0.019014662493911625,0.12998005079680852,none
tff,TFF Detailed,Dealer / Intermediary,dealer,flow1_z,NASDAQ-100,13w,466,0.012921167926720928,0.020731952800075656,0.06994943262978681,0.2318597095307312,0.8166469789372504,466,140,140,4.807745298910047,4.958084299546621,-0.15033900063657413,70.0,77.85714285714286,-6.612096177600287,-5.830461327882388,0.020731952800075656,0.15033900063657413,none
tff,TFF Detailed,Dealer / Intermediary,dealer,flow1_z,NASDAQ-100,26w,453,0.007527325617928841,0.024805585726490144,0.05614956756208529,0.1375284871406889,0.8906130771911807,453,136,136,10.237407120119133,9.443923633812513,0.79348348630662,78.67647058823529,81.61764705882352,-8.449298866864826,-8.06085839267102,0.024805585726490144,0.79348348630662,none
tff,TFF Detailed,Dealer / Intermediary,dealer,flow4_z,S&P 500,1w,475,-0.03998429803502401,-0.03553160638006035,-0.0515492947041523,-0.7962496135017431,0.42588696560207007,475,143,143,0.3155451894465025,0.5528602249231317,-0.2373150354766292,62.93706293706294,69.93006993006993,-1.3858528943762765,-0.8270069352615518,0.03553160638006035,0.2373150354766292,none
tff,TFF Detailed,Dealer / Intermediary,dealer,flow4_z,S&P 500,4w,472,0.016446812897820226,0.004790707260397878,0.041279642663697144,0.2612468145213187,0.7939021784643826,472,142,142,1.7351264544412324,1.323997916091968,0.41112853834926444,73.94366197183099,70.4225352112676,-2.5237396419552,-2.2515509831673954,0.004790707260397878,0.41112853834926444,none
tff,TFF Detailed,Dealer / Intermediary,dealer,flow4_z,S&P 500,13w,463,0.07137734413634325,0.026470820086296358,0.2973276259791144,0.6728980611072427,0.5010121457911012,463,139,139,4.172398240613501,3.07943142636161,1.092966814251891,75.53956834532374,77.6978417266187,-5.120964022649336,-4.866208940777488,0.026470820086296358,1.092966814251891,none
tff,TFF Detailed,Dealer / Intermediary,dealer,flow4_z,S&P 500,26w,450,0.015600563833666335,-0.033870982078923854,0.08476288852980567,0.14673392491506132,0.8833420402093453,450,135,135,7.670477195014591,7.365003580674175,0.305473614340416,82.22222222222221,79.25925925925927,-6.290840768626766,-7.216524270127053,0.033870982078923854,0.305473614340416,none
tff,TFF Detailed,Dealer / Intermediary,dealer,flow4_z,NASDAQ-100,1w,475,-0.030724952020072343,-0.025904187124550025,-0.05172405829881423,-0.7056395897280214,0.48041229763035037,475,143,143,0.4583872582741499,0.6933456964931739,-0.234958438219024,60.13986013986013,66.43356643356644,-1.7235092211899934,-1.2158121752723858,0.025904187124550025,0.234958438219024,none
tff,TFF Detailed,Dealer / Intermediary,dealer,flow4_z,NASDAQ-100,4w,472,0.030493909439046556,0.013156870670760643,0.09645021472084984,0.4709060071261372,0.6377078580706659,472,142,142,2.383637554742006,1.6961477838275536,0.6874897709144523,69.71830985915493,69.71830985915493,-3.149613195633469,-3.0888480077677642,0.013156870670760643,0.6874897709144523,none
tff,TFF Detailed,Dealer / Intermediary,dealer,flow4_z,NASDAQ-100,13w,463,0.06706701087946387,0.04888483081675901,0.3731463676801746,0.622145572797688,0.5338461508443177,463,139,139,6.0741093459228015,4.757264538117858,1.3168448078049435,73.38129496402878,74.10071942446042,-6.400090444147297,-5.552256495090676,0.04888483081675901,1.3168448078049435,none
tff,TFF Detailed,Dealer / Intermediary,dealer,flow4_z,NASDAQ-100,26w,450,0.0018510602487509604,-0.06519044538491549,0.01391327839393243,0.017282047117367597,0.9862116077906371,450,135,135,10.93433703776941,11.570892604130162,-0.6365555663607516,77.03703703703704,87.4074074074074,-7.718731179275496,-7.74087780349015,0.06519044538491549,0.6365555663607516,none
tff,TFF Detailed,Dealer / Intermediary,dealer,trend13_z,S&P 500,1w,466,0.03451846185157473,0.035772415087302896,0.04267800908403484,0.7516780969267557,0.4522446653663947,466,140,140,0.22769132947457316,0.2696855334605982,-0.04199420398602505,63.57142857142857,62.142857142857146,-1.4593692949696577,-1.0508982199837087,0.035772415087302896,0.04199420398602505,none
tff,TFF Detailed,Dealer / Intermediary,dealer,trend13_z,S&P 500,4w,463,0.10867423877856566,0.09549316215920817,0.2611491478290527,1.363311911899463,0.17278422945240082,463,139,139,1.408193882567105,0.7286295922011736,0.6795642903659314,71.22302158273382,71.22302158273382,-3.0565662622493646,-2.7507402482929733,0.09549316215920817,0.6795642903659314,weak/mixed
tff,TFF Detailed,Dealer / Intermediary,dealer,trend13_z,S&P 500,13w,454,0.2253838084189408,0.19649616072290163,0.88964363828054,1.7150374583546122,0.08633835947246887,454,136,136,4.633911955869111,1.3845517145678254,3.249360241301286,72.79411764705883,67.64705882352942,-5.42618497727831,-6.254124642639724,0.19649616072290163,3.249360241301286,tentative
tff,TFF Detailed,Dealer / Intermediary,dealer,trend13_z,S&P 500,26w,441,-0.03615356000806303,-0.10128988658400423,-0.18458554233790012,-0.2113748816615631,0.8325947554676679,441,133,133,5.882107143723393,7.811166140243826,-1.9290589965204337,69.17293233082707,81.203007518797,-7.753853056764169,-8.153282826119188,0.10128988658400423,1.9290589965204337,weak/mixed
tff,TFF Detailed,Dealer / Intermediary,dealer,trend13_z,NASDAQ-100,1w,466,0.029468176048877512,0.030163518216404228,0.04751729005377758,0.681510646761829,0.4955484322885407,466,140,140,0.3997992511968367,0.4311139027180764,-0.031314651521239745,63.57142857142857,62.857142857142854,-1.7385358784602143,-1.4165056985050117,0.030163518216404228,0.031314651521239745,none
tff,TFF Detailed,Dealer / Intermediary,dealer,trend13_z,NASDAQ-100,4w,463,0.10568351769434212,0.1056305912007111,0.319884398023492,1.345213425870144,0.178556321752343,463,139,139,2.2071957130664335,1.3248757784722374,0.8823199345941961,71.94244604316546,69.06474820143885,-3.610745772915246,-3.272575646411185,0.1056305912007111,0.8823199345941961,weak/mixed
tff,TFF Detailed,Dealer / Intermediary,dealer,trend13_z,NASDAQ-100,13w,454,0.20119967170370093,0.1950570770070726,1.0606666993877398,1.549140621607982,0.12134791970092476,454,136,136,6.992612835022736,3.3391701416466306,3.653442693376105,71.32352941176471,71.32352941176471,-6.48401295598823,-6.405893105498886,0.1950570770070726,3.653442693376105,weak/mixed
tff,TFF Detailed,Dealer / Intermediary,dealer,trend13_z,NASDAQ-100,26w,441,-0.05999131098813248,-0.13152155967282017,-0.42435052567250464,-0.3645366572416231,0.7154573055666926,441,133,133,9.27230783643597,13.113662150409114,-3.8413543139731434,69.17293233082707,93.98496240601504,-8.539055093701384,-8.245905248486384,0.13152155967282017,3.8413543139731434,weak/mixed
tff,TFF Detailed,Dealer / Intermediary,dealer,trend26_z,S&P 500,1w,453,0.046499512427488135,0.0666827855619793,0.05478847179128794,1.007920497483306,0.3134926305345515,453,136,136,0.4285028128551546,0.252959682617112,0.17554313023804263,66.17647058823529,61.76470588235294,-1.2045465285535717,-1.0541769484493253,0.0666827855619793,0.17554313023804263,none
tff,TFF Detailed,Dealer / Intermediary,dealer,trend26_z,S&P 500,4w,450,0.09355895802603467,0.07069091699218269,0.21425189929650276,1.1470915578870982,0.25134378257516854,450,135,135,1.7520919529643586,0.7223256657021299,1.0297662872622286,75.55555555555556,72.5925925925926,-2.4041224619164496,-2.769233314711814,0.07069091699218269,1.0297662872622286,none
tff,TFF Detailed,Dealer / Intermediary,dealer,trend26_z,S&P 500,13w,441,0.015805420826600903,-0.01269584756979715,0.059249066361169375,0.11582046830632291,0.9077948283221874,441,133,133,3.8784759687807218,3.1410069028572,0.7374690659235217,73.68421052631578,77.44360902255639,-4.685725216299173,-5.510998271496186,0.01269584756979715,0.7374690659235217,none
tff,TFF Detailed,Dealer / Intermediary,dealer,trend26_z,S&P 500,26w,428,-0.1556980860102947,-0.1932913111096044,-0.7525224924556538,-0.8586046762495041,0.3905586572948296,428,129,129,5.8494567490126075,9.706458579605039,-3.8570018305924316,67.44186046511628,86.04651162790698,-7.034898795778353,-6.850303690063412,0.1932913111096044,3.8570018305924316,weak/mixed
tff,TFF Detailed,Dealer / Intermediary,dealer,trend26_z,NASDAQ-100,1w,453,0.039798409784940335,0.05638188201743165,0.06108618816189594,0.8996951521491289,0.3682825039813033,453,136,136,0.5092880353179838,0.44572010766437187,0.06356792765361197,66.91176470588235,59.55882352941176,-1.5781235786413947,-1.3934757719958675,0.05638188201743165,0.06356792765361197,none
tff,TFF Detailed,Dealer / Intermediary,dealer,trend26_z,NASDAQ-100,4w,450,0.07597021842343603,0.06671223067768238,0.2190912941799322,1.015541290142444,0.30984787464643276,450,135,135,2.3722340047934436,1.3477326617605068,1.0245013430329368,74.07407407407408,67.4074074074074,-3.1238768178970706,-3.328885531480557,0.06671223067768238,1.0245013430329368,none
tff,TFF Detailed,Dealer / Intermediary,dealer,trend26_z,NASDAQ-100,13w,441,-0.006406304135280526,-0.0024240465416936006,-0.03212682887126348,-0.04958265201039992,0.960454971316691,441,133,133,5.0797043223672285,4.678774614674047,0.40092970769318104,70.67669172932331,73.68421052631578,-5.780682742859285,-5.95669979044343,0.0024240465416936006,0.40092970769318104,none
tff,TFF Detailed,Dealer / Intermediary,dealer,trend26_z,NASDAQ-100,26w,428,-0.14764003008120843,-0.1837407268692699,-0.9888878243470226,-0.8987336961418478,0.3687945242233018,428,129,129,7.95981835738698,13.44223448518928,-5.4824161278023,64.34108527131784,94.57364341085271,-8.140938987782132,-7.531103949675171,0.1837407268692699,5.4824161278023,weak/mixed
