dataset,market,category,position_change_metric,horizon,pearson_r,observations
legacy,nq,noncommercial,long_oi_pct_change,13w_post_release,-0.01800572460143278,536
legacy,nq,noncommercial,short_oi_pct_change,1d_post_release,0.00832039653219141,549
legacy,nq,noncommercial,short_oi_pct_change,2d_post_release,-0.009605944466589028,549
legacy,nq,noncommercial,short_oi_pct_change,3d_post_release,-0.057571141842697494,549
legacy,nq,noncommercial,short_oi_pct_change,1w_post_release,-0.004344910796288402,549
legacy,nq,noncommercial,short_oi_pct_change,2w_post_release,0.044762588903425514,548
legacy,nq,noncommercial,short_oi_pct_change,4w_post_release,0.028653069563588075,545
legacy,nq,noncommercial,short_oi_pct_change,13w_post_release,0.007167452477156275,536
legacy,nq,commercial,net_oi_pct_change,1d_post_release,0.0027137562886944103,549
legacy,nq,commercial,net_oi_pct_change,2d_post_release,0.04901033028610994,549
legacy,nq,commercial,net_oi_pct_change,3d_post_release,-0.021552851728808126,549
legacy,nq,commercial,net_oi_pct_change,1w_post_release,0.02072375373483104,549
legacy,nq,commercial,net_oi_pct_change,2w_post_release,0.056223217594057774,548
legacy,nq,commercial,net_oi_pct_change,4w_post_release,0.06406741740972346,545
legacy,nq,commercial,net_oi_pct_change,13w_post_release,0.03320645737153796,536
legacy,nq,commercial,long_oi_pct_change,1d_post_release,-0.003437660370641468,549
legacy,nq,commercial,long_oi_pct_change,2d_post_release,0.039551812159913984,549
legacy,nq,commercial,long_oi_pct_change,3d_post_release,-0.01960122397030006,549
legacy,nq,commercial,long_oi_pct_change,1w_post_release,-0.029148078194330317,549
legacy,nq,commercial,long_oi_pct_change,2w_post_release,-0.010938890730842634,548
legacy,nq,commercial,long_oi_pct_change,4w_post_release,0.032117366997941425,545
legacy,nq,commercial,long_oi_pct_change,13w_post_release,0.02645711485419263,536
legacy,nq,commercial,short_oi_pct_change,1d_post_release,-0.007416501686841135,549
legacy,nq,commercial,short_oi_pct_change,2d_post_release,-0.029229696670464395,549
legacy,nq,commercial,short_oi_pct_change,3d_post_release,0.010579403724204923,549
legacy,nq,commercial,short_oi_pct_change,1w_post_release,-0.05962038429836109,549
legacy,nq,commercial,short_oi_pct_change,2w_post_release,-0.09154701783781324,548
legacy,nq,commercial,short_oi_pct_change,4w_post_release,-0.058848439252383374,545
legacy,nq,commercial,short_oi_pct_change,13w_post_release,-0.020335374702483797,536
legacy,nq,total_reportable,net_oi_pct_change,1d_post_release,-0.005579719750023419,549
legacy,nq,total_reportable,net_oi_pct_change,2d_post_release,0.06046226387830346,549
legacy,nq,total_reportable,net_oi_pct_change,3d_post_release,0.016446745506725494,549
legacy,nq,total_reportable,net_oi_pct_change,1w_post_release,0.026645360049562163,549
legacy,nq,total_reportable,net_oi_pct_change,2w_post_release,0.07587456659672283,548
legacy,nq,total_reportable,net_oi_pct_change,4w_post_release,0.07734502675123425,545
legacy,nq,total_reportable,net_oi_pct_change,13w_post_release,0.046699872930817544,536
legacy,nq,total_reportable,long_oi_pct_change,1d_post_release,-0.007743188857038384,549
legacy,nq,total_reportable,long_oi_pct_change,2d_post_release,0.007149739044565507,549
legacy,nq,total_reportable,long_oi_pct_change,3d_post_release,-0.059681689559218834,549
legacy,nq,total_reportable,long_oi_pct_change,1w_post_release,-0.04814870679093502,549
legacy,nq,total_reportable,long_oi_pct_change,2w_post_release,-0.00164776231647747,548
legacy,nq,total_reportable,long_oi_pct_change,4w_post_release,0.04750779624334102,545
legacy,nq,total_reportable,long_oi_pct_change,13w_post_release,0.032517645301771265,536
legacy,nq,total_reportable,short_oi_pct_change,1d_post_release,-0.0010185607326107303,549
legacy,nq,total_reportable,short_oi_pct_change,2d_post_release,-0.06417138599841102,549
legacy,nq,total_reportable,short_oi_pct_change,3d_post_release,-0.07783979505817881,549
legacy,nq,total_reportable,short_oi_pct_change,1w_post_release,-0.07854526956803408,549
legacy,nq,total_reportable,short_oi_pct_change,2w_post_release,-0.09090591111619496,548
legacy,nq,total_reportable,short_oi_pct_change,4w_post_release,-0.04437101267068203,545
legacy,nq,total_reportable,short_oi_pct_change,13w_post_release,-0.022954556392785083,536
legacy,nq,nonreportable,net_oi_pct_change,1d_post_release,0.005617282963716025,549
legacy,nq,nonreportable,net_oi_pct_change,2d_post_release,-0.060447987408144756,549
legacy,nq,nonreportable,net_oi_pct_change,3d_post_release,-0.016430863823722813,549
legacy,nq,nonreportable,net_oi_pct_change,1w_post_release,-0.026654150345556637,549
legacy,nq,nonreportable,net_oi_pct_change,2w_post_release,-0.07588188035652427,548
legacy,nq,nonreportable,net_oi_pct_change,4w_post_release,-0.0773749598672779,545
legacy,nq,nonreportable,net_oi_pct_change,13w_post_release,-0.04671726649393712,536
legacy,nq,nonreportable,long_oi_pct_change,1d_post_release,0.007790263311882511,549
legacy,nq,nonreportable,long_oi_pct_change,2d_post_release,-0.0070830488810622,549
legacy,nq,nonreportable,long_oi_pct_change,3d_post_release,0.05973098809219268,549
legacy,nq,nonreportable,long_oi_pct_change,1w_post_release,0.048180602809413255,549
legacy,nq,nonreportable,long_oi_pct_change,2w_post_release,0.001663080708518298,548
legacy,nq,nonreportable,long_oi_pct_change,4w_post_release,-0.047519223172731995,545
legacy,nq,nonreportable,long_oi_pct_change,13w_post_release,-0.03250844145468193,536
legacy,nq,nonreportable,short_oi_pct_change,1d_post_release,0.0010205638661871538,549
legacy,nq,nonreportable,short_oi_pct_change,2d_post_release,0.06421851194969917,549
legacy,nq,nonreportable,short_oi_pct_change,3d_post_release,0.07786872823349202,549
legacy,nq,nonreportable,short_oi_pct_change,1w_post_release,0.07858600513463547,549
legacy,nq,nonreportable,short_oi_pct_change,2w_post_release,0.0909276919816855,548
legacy,nq,nonreportable,short_oi_pct_change,4w_post_release,0.044393386813973756,545
legacy,nq,nonreportable,short_oi_pct_change,13w_post_release,0.022982960392600123,536
