date,contract,open_interest,asset_mgr_long,asset_mgr_short,asset_mgr_net,asset_mgr_net_oi_pct,asset_mgr_short_oi_pct,dealer_long,dealer_short,dealer_net,dealer_net_oi_pct,dealer_short_oi_pct,lev_money_long,lev_money_short,lev_money_net,lev_money_net_oi_pct,lev_money_short_oi_pct,other_reportable_long,other_reportable_short,other_reportable_net,other_reportable_net_oi_pct,other_reportable_short_oi_pct,non_reportable_long,non_reportable_short,non_reportable_net,non_reportable_net_oi_pct,non_reportable_short_oi_pct,price,next_week_monday_target,next_week_monday_date,next_week_monday_price,next_week_monday_return,next_week_tuesday_target,next_week_tuesday_date,next_week_tuesday_price,next_week_tuesday_return,next_week_wednesday_target,next_week_wednesday_date,next_week_wednesday_price,next_week_wednesday_return,next_week_thursday_target,next_week_thursday_date,next_week_thursday_price,next_week_thursday_return,next_week_friday_target,next_week_friday_date,next_week_friday_price,next_week_friday_return,next_week_monday_daily_return,next_week_tuesday_daily_return,next_week_wednesday_daily_return,next_week_thursday_daily_return,next_week_friday_daily_return,price_return_1w,asset_mgr_net_oi_pct_change,asset_mgr_net_change,dealer_net_oi_pct_change,dealer_net_change,lev_money_net_oi_pct_change,lev_money_net_change,non_reportable_net_oi_pct_change,non_reportable_net_change,other_reportable_net_oi_pct_change,other_reportable_net_change,forward_return_1w,forward_return_2w,forward_return_3w,forward_return_4w,forward_return_13w,forward_return_26w,forward_return_52w,contract_multiplier,contract_unit,contract_notional_usd,asset_mgr_long_notional_usd,asset_mgr_short_notional_usd,asset_mgr_net_notional_usd,asset_mgr_net_flow_1w_notional_usd,asset_mgr_net_flow_4w_notional_usd,dealer_long_notional_usd,dealer_short_notional_usd,dealer_net_notional_usd,dealer_net_flow_1w_notional_usd,dealer_net_flow_4w_notional_usd,lev_money_long_notional_usd,lev_money_short_notional_usd,lev_money_net_notional_usd,lev_money_net_flow_1w_notional_usd,lev_money_net_flow_4w_notional_usd,non_reportable_long_notional_usd,non_reportable_short_notional_usd,non_reportable_net_notional_usd,non_reportable_net_flow_1w_notional_usd,non_reportable_net_flow_4w_notional_usd,other_reportable_long_notional_usd,other_reportable_short_notional_usd,other_reportable_net_notional_usd,other_reportable_net_flow_1w_notional_usd,other_reportable_net_flow_4w_notional_usd
2023-04-11,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,491143,172024,192389,-20365,-4.146450219182601,39.17168726827014,126378,66930,59448,12.104010440951006,13.627395687203117,90985,123071,-32086,-6.532924219626462,25.058078808005003,26285,31612,-5327,-1.084612831700747,6.436414649094052,21546,23216,-1670,-0.34002317044119534,4.726932889199276,1786.5899658203125,2023-04-17,2023-04-17,1802.8399658203125,0.00909553972141497,2023-04-18,2023-04-18,1795.550048828125,0.005015187132598964,2023-04-19,2023-04-19,1799.43994140625,0.007192459283760444,2023-04-20,2023-04-20,1789.699951171875,0.0017407381721941118,2023-04-21,2023-04-21,1791.510009765625,0.0027538741621966345,0.00909553972141497,-0.004043574099973135,0.0021664072135798573,-0.0054127898410231134,0.001011375450149954,0.00957248109657094,-0.5353730703869042,-2644.0,-2.7335817667353446,-13366.0,1.416499100257794,6925.0,0.6761972314009206,3317.0,1.1762585054635355,5768.0,0.005015187132598964,-0.022747253385461463,-0.03049383546925699,-0.02065941979721564,0.07095641526960184,-0.005955487745926136,0.16467689208851333,50.0,Russell 2000 Index x $50,89329.49829101562,15366817614.013672,17186012846.710205,-1819195232.6965332,-236187193.4814453,-304970907.16552734,11289283335.021973,5978823320.617676,5310460014.404297,-1193978074.1577148,-1214970506.2561035,8127644402.008057,10993870684.173584,-2866226282.1655273,618606775.6652832,1556923825.7141113,1924693370.1782227,2073873632.3242188,-149180262.1459961,296305945.8312988,-137746086.3647461,2348025862.5793457,2823884099.975586,-475858237.39624023,515252546.1425781,100763674.07226562
2023-04-18,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,503787,176419,196164,-19745,-3.9193151073767285,38.93788446307666,131803,69662,62141,12.334776403519742,13.827669233227535,93556,124322,-30766,-6.106945991063684,24.67749267051353,27093,33411,-6318,-1.2541014357258127,6.6319694632850785,20475,25787,-5312,-1.0544138693535166,5.118631485131613,1795.550048828125,2023-04-24,2023-04-24,1788.8699951171875,-0.0037203383527500966,2023-04-25,2023-04-25,1745.949951171875,-0.027623901482791702,2023-04-26,2023-04-26,1730.4100341796875,-0.03627858476624002,2023-04-27,2023-04-27,1751.219970703125,-0.024688856851376673,2023-04-28,2023-04-28,1768.989990234375,-0.014792157206135581,-0.0037203383527500966,-0.023992824555426062,-0.008900551233875342,0.01202601470887954,0.010147222980854353,0.005015187132598964,0.2271351118058722,620.0,0.23076596256873572,2693.0,0.4259782285627782,1320.0,-0.7143906989123212,-3642.0,-0.1694886040250656,-991.0,-0.027623901482791702,-0.03533182687832459,-0.025546486519339773,-0.03306507393427194,0.10053737994034462,-0.016429505832629587,0.09575334965061866,50.0,Russell 2000 Index x $50,89777.50244140625,15838457203.21045,17611113988.916016,-1772656785.7055664,55662051.513671875,-2186710626.965332,11832944154.284668,6254080375.073242,5578863779.211426,241770814.07470703,1516162461.2304688,8399224018.408203,11161318658.520508,-2762094640.1123047,118506303.22265625,933686025.390625,1838194362.487793,2315092455.456543,-476898092.96875,-326969663.89160156,-503292678.68652344,2432341873.6450195,2999556134.069824,-567214260.4248047,-88969504.9194336,240154819.03076172
2023-04-25,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,514829,176073,195106,-19033,-3.696955688199383,37.89724355077123,134467,73928,60539,11.759050092360765,14.35971944082404,101723,131204,-29481,-5.726367395776073,25.4849668530716,28962,35540,-6578,-1.277705801343747,6.903263025198658,20133,25580,-5447,-1.0580212070415613,4.968640072723176,1745.949951171875,2023-05-01,2023-05-01,1769.2099609375,0.01332226605351039,2023-05-02,2023-05-02,1732.1099853515625,-0.00792689722349893,2023-05-03,2023-05-03,1739.280029296875,-0.003820225127600718,2023-05-04,2023-05-04,1718.81005859375,-0.015544484857603624,2023-05-05,2023-05-05,1759.8800048828125,0.007978495432579669,0.01332226605351039,-0.02096979804832111,0.004139485370992402,-0.011769220803046987,0.02389440653068098,-0.027623901482791702,0.2223594191773457,712.0,-0.5757263111589772,-1602.0,0.38057859528761107,1285.0,-0.003607337688044776,-135.0,-0.02360436561793433,-260.0,-0.00792689722349893,0.0021364315377763177,-0.005595748866901951,0.023918216978439544,0.12609756312425624,-0.03805948224762923,0.14702028732511652,50.0,Russell 2000 Index x $50,87297.49755859375,15370732287.634277,17032265558.666992,-1661533271.0327148,62155818.26171875,-766472028.5644531,11738632604.211426,6453729399.511719,5284903204.699707,-139850591.0888672,1495056943.1884766,8880163344.152832,11453780869.677734,-2573617525.5249023,112177284.36279297,-373196802.0629883,1757560518.347168,2233069987.548828,-475509469.20166016,-11785162.170410156,-409861751.03759766,2528310124.291992,3102553063.232422,-574242938.9404297,-22697349.365234375,54473638.4765625
2023-05-02,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,540747,178797,200282,-21485,-3.973207433420805,37.038023326990256,141146,72227,68919,12.745146991106745,13.356893334590852,117861,142936,-25075,-4.6371038581813675,26.43306389124674,22529,40308,-17779,-3.287859202177728,7.45413289394116,22619,27199,-4580,-0.846976497326846,5.029893832050848,1732.1099853515625,2023-05-08,2023-05-08,1754.469970703125,0.012909102505418657,2023-05-09,2023-05-09,1749.6800537109375,0.010143737122910723,2023-05-10,2023-05-10,1759.510009765625,0.015818870998830503,2023-05-11,2023-05-11,1744.7099609375,0.007274350758609716,2023-05-12,2023-05-12,1740.8499755859375,0.005045863316007093,0.012909102505418657,-0.002730121958296028,0.005618144891026633,-0.008411460432723783,-0.0022123937147057182,-0.00792689722349893,-0.27625174522142215,-2452.0,0.9860968987459806,8380.0,1.0892635375947055,4406.0,0.21104470971471534,867.0,-2.010153400833981,-11201.0,0.010143737122910723,0.002349774779774716,0.03209956414785786,0.020310519544633365,0.15129527617183047,-0.040314966512079886,0.13959855371369345,50.0,Russell 2000 Index x $50,86605.49926757812,15484803452.545166,17345522604.309082,-1860719151.763916,-212356684.20410156,-325983099.24316406,12224019799.621582,6255255395.599365,5968764404.022217,725754083.8623047,-337328419.6472168,10207410749.176025,12379043643.310547,-2171632894.1345215,381583829.7729492,1206934237.7929688,1958929787.9333496,2355582974.5788574,-396653186.6455078,75086967.86499023,35248438.2019043,1951135292.9992676,3490894464.477539,-1539759171.4782715,-970068197.2961426,-578871157.1044922
2023-05-09,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,540460,180663,199116,-18453,-3.414313732746179,36.84194945046812,142943,69824,73119,13.529030825593013,12.919364985382822,117755,148381,-30626,-5.666654331495393,27.454575731784036,23535,40251,-16716,-3.092920845205936,7.447544684157939,19838,27162,-7324,-1.3551419161455056,5.025718832105984,1749.6800537109375,2023-05-15,2023-05-15,1761.550048828125,0.006784094664628704,2023-05-16,2023-05-16,1736.1800537109375,-0.007715696347665113,2023-05-17,2023-05-17,1774.5,0.014185419920871523,2023-05-18,2023-05-18,1784.8599853515625,0.020106494079309645,2023-05-19,2023-05-19,1773.719970703125,0.013739607387762476,0.006784094664628704,-0.014402085898192252,0.022071412586014194,0.005838256044836676,-0.006241394137279199,0.010143737122910723,0.5588937006746257,3032.0,0.783883834486268,4200.0,-1.0295504733140257,-5551.0,-0.5081654188186596,-2744.0,0.19493835697179218,1063.0,-0.007715696347665113,0.021735349354817135,0.010064688863665738,0.06042245865402718,0.11301494225471886,-0.009447458272051512,0.18001568227561693,50.0,Russell 2000 Index x $50,87484.00268554688,15805122377.178955,17419464678.73535,-1614342301.5563965,265251496.14257812,167269413.13476562,12505225795.880127,6108483003.515625,6396742792.364502,367432811.2792969,1195993800.7141113,10301678736.236572,12980963802.48413,-2679285066.2475586,-485623698.9074707,127726643.92089844,1735507645.275879,2376240480.944824,-640732835.6689453,-240056103.36914062,-494634551.18408203,2058936003.2043457,3521318592.0959473,-1462382588.8916016,92995494.85473633,-996355306.5856934
2023-05-16,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,546521,182198,200749,-18551,-3.394380087864876,36.73216582711369,141514,71884,69630,12.74059002307322,13.153016992942632,119527,142752,-23225,-4.249607974807922,26.120130790948565,24723,46035,-21312,-3.8995756796170684,8.423281081605282,21236,27778,-6542,-1.1970262807833552,5.082695815897285,1736.1800537109375,2023-05-22,2023-05-22,1795.3800048828125,0.0340978178186877,2023-05-23,2023-05-23,1787.7099609375,0.029680047939971255,2023-05-24,2023-05-24,1767.0,0.01775158413045208,2023-05-25,2023-05-25,1754.5999755859375,0.01060945368864763,2023-05-26,2023-05-26,1773.02001953125,0.021218977687003315,0.0340978178186877,-0.004272100571718895,-0.011584631394367495,-0.007017557676322839,0.010498144421301037,-0.007715696347665113,0.019933644881303003,-98.0,-0.7884408025197924,-3489.0,1.4170463566874716,7401.0,0.15811563536215045,782.0,-0.8066548344111326,-4596.0,0.029680047939971255,0.017918639996507002,0.06866797625528664,0.09224268070667163,0.09190863928426962,0.03579115682460832,0.20130970111554092,50.0,Russell 2000 Index x $50,86809.00268554688,15816426671.30127,17426820480.12085,-1610393808.81958,-8507282.263183594,103649949.20654297,12284689206.04248,6240178349.047852,6044510856.994629,-302876610.36987305,650112621.1120605,10376019663.995361,12392158751.367188,-2016139087.3718262,642473428.8757324,654626689.251709,1843475981.0302734,2411380476.599121,-567904495.5688477,67884640.10009766,-106775073.30322266,2146178973.3947754,3996252438.6291504,-1850073465.234375,-398974176.34277344,-1301614186.2670898
2023-05-23,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,516279,188550,176769,11781,2.2819057137710423,34.23904516743853,118733,83269,35464,6.869154081417219,16.12868235973185,99385,119286,-19901,-3.8546987191034305,23.104949068236362,26932,47773,-20841,-4.03677081577984,9.25333007927884,21137,27640,-6503,-1.25959026030499,5.353694417165912,1787.7099609375,2023-05-29,2023-05-30,1767.2900390625,-0.011422390835866603,2023-05-30,2023-05-30,1767.2900390625,-0.011422390835866603,2023-05-31,2023-05-31,1749.6500244140625,-0.02128977147024358,2023-06-01,2023-06-01,1767.93994140625,-0.01105885180663324,2023-06-02,2023-06-02,1830.9100341796875,0.024165034701452814,-0.011422390835866603,0.0,-0.009981391994827837,0.010453471686894922,0.03561777823931611,0.029680047939971255,5.676285801635919,30332.0,-5.871435941656002,-34166.0,0.3949092557044911,3324.0,-0.06256397952163484,39.0,-0.13719513616277146,471.0,-0.011422390835866603,0.03786411943527179,0.060759294007751485,0.0441850143257867,0.03531333732106434,-0.002489190791072904,0.1737698806138921,50.0,Russell 2000 Index x $50,89385.498046875,16853635656.738281,15800585104.248047,1053050552.4902344,2711240926.7578125,2754324736.8164062,10613008339.59961,7443041036.865234,3169967302.734375,-3053944926.2695312,-2241341363.5253906,8883577723.388672,10662438520.019531,-1778860796.6308594,297117395.5078125,856313071.2890625,1889341272.2167969,2470615166.015625,-581273893.7988281,3486034.423828125,-94391085.9375,2407330233.3984375,4270213398.1933594,-1862883164.7949219,42100569.580078125,-1274905358.6425781
2023-05-30,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,524042,189637,180154,9483,1.8095877811320467,34.37777888031876,113951,85689,28262,5.393079180676358,16.351551974841712,105706,121528,-15822,-3.019223650012785,23.19050763106774,28932,44579,-15647,-2.9858293800878557,8.506760908476801,20473,26749,-6276,-1.1976139317077639,5.104361864125394,1767.2900390625,2023-06-05,2023-06-05,1806.7099609375,0.022305292851597436,2023-06-06,2023-06-06,1855.4000244140625,0.0498559848152047,2023-06-07,2023-06-07,1888.449951171875,0.06855689186911684,2023-06-08,2023-06-08,1880.780029296875,0.06421695801249383,2023-06-09,2023-06-09,1865.7099609375,0.05568973948792766,0.022305292851597436,0.026949573827166562,0.01781283083051033,-0.004061490679295177,-0.008012669277974505,-0.011422390835866603,-0.4723179326389957,-2298.0,-1.4760749007408611,-7202.0,0.8354750690906454,4079.0,0.06197632859722613,227.0,1.0509414356919842,5194.0,0.0498559848152047,0.07301569869122315,0.05624991365996124,0.04676086710264915,0.07256873357812466,0.014440198816934258,0.16950248797455947,50.0,Russell 2000 Index x $50,88364.501953125,16757179056.884766,15919218484.863281,837960572.0214844,-203061625.48828125,2736471896.484375,10069223362.060547,7571865807.861328,2497357554.1992188,-636401143.0664062,-3592635555.908203,9340658043.457031,10738761193.359375,-1398103149.9023438,360438803.4667969,817636736.5722656,1809086448.4863281,2363662062.7441406,-554575614.2578125,20058741.943359375,-149866195.3125,2556561770.5078125,3939201132.5683594,-1382639362.0605469,458965223.14453125,188393118.1640625
2023-06-06,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,525412,200173,178964,21209,4.0366417211635826,34.06165066652456,95751,89182,6569,1.250256941219462,16.97372728449293,102619,112915,-10296,-1.9596050337639794,21.49075392263595,25914,43875,-17961,-3.4184601798207885,8.350589632516957,25976,25497,479,0.0911665512017236,4.852763164906778,1855.4000244140625,2023-06-12,2023-06-12,1873.2099609375,0.00959897396199616,2023-06-13,2023-06-13,1896.3299560546875,0.022059896034307025,2023-06-14,2023-06-14,1874.0999755859373,0.010078662782049053,2023-06-15,2023-06-15,1889.280029296875,0.018260215822467618,2023-06-16,2023-06-16,1875.469970703125,0.010817045394510227,0.00959897396199616,0.012342447242601917,-0.011722633182992936,0.008099916711322486,-0.00730969384082758,0.0498559848152047,2.227053940031536,11726.0,-4.142822239456896,-21693.0,1.0596186162488057,5526.0,1.2887804829094875,6755.0,-0.43263079973293284,-2314.0,0.022059896034307025,0.006090291370660639,-0.002948135513177408,0.0223024708086228,0.013501092178611618,0.0003449469871812383,0.0962271826252512,50.0,Russell 2000 Index x $50,92770.00122070312,18570049454.351807,16602490498.461914,1967558955.8898926,1087821034.3139648,3679443788.4155273,8882820386.883545,8273414248.864746,609406138.0187988,-2012459636.480713,-6173843581.237793,9519964755.267334,10475124687.835693,-955159932.5683594,512647026.74560547,1886014124.8168945,2409793551.7089844,2365356721.1242676,44436830.5847168,626661358.2458496,723884319.5251465,2404041811.633301,4070283803.5583496,-1666241991.9250488,-214669782.82470703,-115498651.51977539
2023-06-13,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,653558,209621,172482,37139,5.682586702327873,26.391230770643155,87092,88877,-1785,-0.27312036575177717,13.598946076706275,104338,119923,-15585,-2.3846391597991303,18.349251328879763,27710,52749,-25039,-3.8311825423298314,8.07105107733361,37442,32172,5270,0.806355365552866,4.9225929450790895,1896.3299560546875,2023-06-19,2023-06-20,1866.699951171875,-0.015624920540968312,2023-06-20,2023-06-20,1866.699951171875,-0.015624920540968312,2023-06-21,2023-06-21,1863.010009765625,-0.01757075354037263,2023-06-22,2023-06-22,1848.1800537109373,-0.02539109936538997,2023-06-23,2023-06-23,1821.6300048828125,-0.039391853160031354,-0.015624920540968312,0.0,-0.0019767190779287347,-0.007960212761580099,-0.014365509883528582,0.022059896034307025,1.6459449811642903,15930.0,-1.523377306971239,-8354.0,-0.4250341260351509,-5289.0,0.7151888143511425,4791.0,-0.4127223625090428,-7078.0,-0.015624920540968312,-0.024468264183457378,0.0002373390984784507,0.008980520105428269,-0.021625988470353685,-0.007941622435142959,0.06750935886579312,50.0,Russell 2000 Index x $50,94816.49780273438,19875529085.906982,16354139174.01123,3521389911.895752,1510426809.9975586,5280330762.634277,8257758426.635742,8427005875.213623,-169247448.57788086,-792097022.644043,-6771320190.582275,9892963747.7417,11370678865.997314,-1477715118.2556152,-501484456.8786621,724398043.2128906,3550119310.7299805,3050436367.3095703,499682943.42041016,454265840.9729004,1119972472.0458984,2627365154.1137695,5001475442.596436,-2374110288.482666,-671111171.4477539,-353381087.310791
2023-06-20,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,530683,216518,182597,33921,6.391951504005217,34.40792337421775,96941,108677,-11736,-2.2114897217359517,20.478703858989263,99723,113287,-13564,-2.5559514813928463,21.347395714579136,32437,42773,-10336,-1.9476787460687452,8.059990615866724,24098,22383,1715,0.3231684451923276,4.217772191685055,1866.699951171875,2023-06-26,2023-06-26,1823.260009765625,-0.023270982237385995,2023-06-27,2023-06-27,1849.9300537109373,-0.008983713451328867,2023-06-28,2023-06-28,1858.7099609375,-0.004280275589742755,2023-06-29,2023-06-29,1881.5899658203125,0.00797665133011316,2023-06-30,2023-06-30,1888.72998046875,0.011801590975049292,-0.023270982237385995,0.014627669011805233,0.0047460752415748875,0.012309615466456147,0.0037946708784262206,-0.015624920540968312,0.709364801677344,-3218.0,-1.9383693559841746,-9951.0,-0.171312321593716,2021.0,-0.4831869203605384,-3555.0,1.883503796261086,14703.0,-0.008983713451328867,0.016114040237755534,0.02499600117865497,0.058590024094942184,-0.021519217295624893,0.0826324551533657,0.08492528710752523,50.0,Russell 2000 Index x $50,93334.99755859375,20208707001.3916,17042690549.206543,3166016452.1850586,-300352022.1435547,2066436845.9472656,9047987998.327637,10143367529.675293,-1095379531.3476562,-928776560.7055664,-4405411884.765625,9307645961.535645,10573641868.42041,-1265995906.8847656,188630030.06591797,591463879.5288086,2249186771.166992,2089117250.354004,160069520.81298828,-331805916.3208008,767027009.9365234,3027507315.8081055,3992217850.5737305,-964710534.765625,1372304469.104004,980484149.3530273
2023-06-27,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,520213,193534,187619,5915,1.137034253277023,36.06580381497579,111592,104931,6661,1.2804370517461117,20.17077620128678,102576,110677,-8101,-1.5572467431609744,21.275323761613034,32294,40747,-8453,-1.6249113343957189,7.832753122278759,24796,20818,3978,0.7646867725335584,4.001822330468481,1849.9300537109373,2023-07-03,2023-07-03,1896.780029296875,0.02532526864567508,2023-07-04,2023-07-05,1872.9100341796875,0.012422080728216045,2023-07-05,2023-07-05,1872.9100341796875,0.012422080728216045,2023-07-06,2023-07-06,1842.22998046875,-0.004162359126357762,2023-07-07,2023-07-07,1864.6600341796875,0.007962452655548846,0.02532526864567508,-0.012584482516950546,0.0,-0.016380954317634866,0.012175490546099121,-0.008983713451328867,-5.254917250728194,-28006.0,3.4919267734820636,18397.0,0.9987047382318719,5463.0,0.4415183273412308,2263.0,0.32276741167302636,1883.0,0.02532526864567508,0.03428774591416883,0.06818630376056123,0.0628023375303135,-0.04774238257398211,0.11311772965444833,0.09320348168252512,50.0,Russell 2000 Index x $50,92496.50268554686,17901218150.744625,17354101337.359615,547116813.3850096,-2590457054.2114253,-330027521.5820312,10321869727.685545,9705750523.297117,616119204.3884276,1701658159.9060056,-1998016954.5104978,9487921259.472654,10237235427.72827,-749314168.2556151,505308394.1711425,714165497.2351073,2293543280.59082,1925592192.9077146,367951087.6831054,209319585.57739255,948459138.5375975,2987082057.7270503,3768954994.927978,-781872937.2009276,174170914.55688474,665419840.3198241
2023-07-03,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,514296,198936,185218,13718,2.667335542178045,36.01389083329444,109099,108206,893,0.17363541618056527,21.0396347628603,103818,107438,-3620,-0.7038748113926611,20.8903044161339,25904,40549,-14645,-2.847581937250144,7.884370090375971,24280,20626,3654,0.7104857902841943,4.010530900493102,1896.780029296875,2023-07-10,2023-07-10,1895.25,-0.0008066456169101288,2023-07-11,2023-07-11,1913.3599853515625,0.008741106400637078,2023-07-12,2023-07-12,1933.3800048828125,0.019295846129034233,2023-07-13,2023-07-13,1950.8900146484373,0.028527285460518303,2023-07-14,2023-07-14,1931.0899658203125,0.018088516324244575,-0.0008066456169101288,0.009555459887382822,0.010463279092549627,0.009056682970447039,-0.010149238900939661,0.02532526864567508,1.5303012889010221,7803.0,-1.1068016355655463,-5768.0,0.8533719317683134,4481.0,-0.054200982249364094,-324.0,-1.2226706028544252,-6192.0,0.008741106400637078,0.0418023786456565,0.03655139498721294,0.051344917778652244,-0.08943050973901978,0.06116682890965386,0.07227509974951118,50.0,Russell 2000 Index x $50,94839.00146484375,18866891595.410156,17565890173.31543,1301001422.0947266,740028728.4301758,-710438959.9731445,10346840220.812988,10262148992.504883,84691228.30810547,-547031360.4492188,-538306172.3144531,9845995454.077148,10189312639.379883,-343317185.3027344,424973565.56396484,633145173.7792969,2302690955.5664062,1956149244.2138672,346541711.35253906,-30727836.474609375,301113829.6508789,2456709493.9453125,3845626670.397949,-1388917176.4526367,-587243097.0703125,314486128.8574219
2023-07-11,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,523492,206483,186237,20246,3.8674898565785147,35.57590182849022,115848,108765,7083,1.3530292726536413,20.77682180434467,104983,110721,-5738,-1.0961008000122257,21.150466482773375,21592,43593,-22001,-4.20273853277605,8.327347886882704,24054,23644,410,0.07832020355611928,4.516592421660694,1913.3599853515625,2023-07-17,2023-07-17,1951.27001953125,0.01981333072183067,2023-07-18,2023-07-18,1976.0699462890625,0.03277478436760428,2023-07-19,2023-07-19,1984.8900146484373,0.03738451198127879,2023-07-20,2023-07-20,1967.1600341796875,0.028118100744246366,2023-07-21,2023-07-21,1960.260009765625,0.024511866440775965,0.01981333072183067,0.012709633474392357,0.0044634393513944826,-0.008932475017710328,-0.0035076070549286964,0.008741106400637078,1.2001543144004696,6528.0,1.179393856473076,6190.0,-0.3922259886195646,-2118.0,-0.6321655867280751,-3244.0,-1.355156595525906,-7356.0,0.03277478436760428,0.027569302381071692,0.042234633948875944,0.017801176388400286,-0.07181609066337802,0.02857802720322411,0.060683816030692395,50.0,Russell 2000 Index x $50,95667.99926757812,19753815492.767334,17816921179.595947,1936894313.1713867,624520699.21875,-1616119511.6271973,11082946379.15039,10405329940.338135,677616438.8122559,592184915.4663086,848383817.5048828,10043513567.108154,10592456546.905518,-548942979.7973633,-202624822.44873047,942042788.7878418,2301198054.382324,2261974174.682617,39223879.69970703,-310346989.62402344,-464946476.4404297,2065663440.1855469,4170455092.071533,-2104791651.8859863,-703733802.6123047,290639381.77490234
2023-07-18,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,526110,218188,175832,42356,8.050787858052498,33.42114766873848,108426,120556,-12130,-2.3056014901826614,22.914599608446903,99323,109529,-10206,-1.9398985003136229,20.818650092186044,22772,47537,-24765,-4.707190511489992,9.035562905095892,25882,21137,4745,0.9019026439337781,4.0176008819448406,1976.0699462890625,2023-07-24,2023-07-24,1965.6800537109373,-0.005257856685506934,2023-07-25,2023-07-25,1966.1099853515625,-0.0050402876457912305,2023-07-26,2023-07-26,1980.3599853515625,0.002170995551324717,2023-07-27,2023-07-27,1954.9000244140625,-0.010713143993083762,2023-07-28,2023-07-28,1981.5400390625,0.0027681675862283317,-0.005257856685506934,0.0002187190330458222,0.007247814265818775,-0.012856228729030916,0.013627302836840549,0.03277478436760428,4.183298001473983,22110.0,-3.6586307628363026,-19213.0,-0.8437977003013972,-4468.0,0.8235824403776588,4335.0,-0.5044519787139423,-2764.0,-0.0050402876457912305,0.009159644217169971,-0.014498425218982147,-0.04064630730298713,-0.10628161106105682,-0.02468024856737705,0.1455413944865831,50.0,Russell 2000 Index x $50,98803.49731445312,21557737472.0459,17372816539.79492,4184920932.2509766,2184545325.6225586,833407499.8474121,10712867999.816895,11911354422.24121,-1198486422.4243164,-1898311593.902588,-38928577.94189453,9813459763.763428,10821848257.354736,-1008388493.5913086,-441454026.00097656,331782143.9819336,2557232117.492676,2088409522.7355957,468822594.7570801,428313160.8581543,299374596.86279297,2249953240.8447266,4696821851.837158,-2446868610.9924316,-273092866.57714844,-1425635662.7502441
2023-07-25,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,526364,210696,173934,36762,6.984140252752848,33.0444331299253,113954,118128,-4174,-0.792987362357608,22.442264288591165,97831,107210,-9379,-1.7818467828346924,20.368034288059214,21870,50204,-28334,-5.382966920230107,9.537886329612208,30730,25605,5125,0.9736608126695594,4.864504411395916,1966.1099853515625,2023-07-31,2023-07-31,2003.1800537109373,0.018854524230874192,2023-08-01,2023-08-01,1994.1700439453125,0.014271866173718895,2023-08-02,2023-08-02,1966.8299560546875,0.0003661904514442593,2023-08-03,2023-08-03,1961.4000244140625,-0.0023955734788956295,2023-08-04,2023-08-04,1957.4599609375,-0.004399562831433279,0.018854524230874192,-0.004497853175471467,-0.013710008318315037,-0.002760752968963831,-0.002008801584337472,-0.0050402876457912305,-1.06664760529965,-5594.0,1.5126141278250533,7956.0,0.15805171747893043,827.0,0.07175816873578134,380.0,-0.6757764087401146,-3569.0,0.014271866173718895,-0.009506050803616661,-0.03578639337360434,-0.05862846961261858,-0.14577515372331185,0.005167581801315491,0.14096873330823767,50.0,Russell 2000 Index x $50,98305.49926757812,20712575473.68164,17098668709.606934,3613906764.074707,-549920962.902832,3032429735.9069824,11202304863.537598,11612632017.480469,-410327153.9428711,782118552.1728516,-1065140084.564209,9617325298.846436,10539332576.47705,-922007277.6306152,81298647.89428711,-125634428.06396484,3020927992.492676,2517112308.746338,503815683.7463379,37356089.72167969,112756407.65991211,2149941268.9819336,4935329285.229492,-2785388016.2475586,-350852326.8859863,-1954411630.9387207
