avg_adverse_move,avg_directional_return,directional_coverage_pct,directional_hit_rate,directional_n,drift_adjusted_accuracy_pct,drift_adjusted_n,edge_hac_estimable,edge_hac_p,edge_hac_t,evidence_grade,evidence_reason,hac_lags,horizon,market,model,negative_avg_return,negative_n,neutral_avg_return,neutral_n,observations,path_utility,pearson_r,positive_avg_return,positive_minus_negative,positive_n,score_hac_estimable,score_hac_p,score_hac_t,score_slope_pp_per_unit,spearman_r,stability_subperiods,status,subperiod_min_abs_spearman,subperiod_sign_agreement_pct,worst_adverse_move
-1.5915099664487666,-0.10611469339807927,78.51851851851852,51.886792452830186,106,52.38095238095239,84,True,0.423552379349281,0.8002734548982523,Weak/Mixed,evidence thresholds not met,1,1w,russell2000,new_structural_tactical,0.38152178813034526,82,-0.16402338728208973,29,135,-0.6631431816551476,0.05150207546952624,0.8348595469371629,0.45333775880681765,24,True,0.5073566992400182,0.6629591777810947,0.2217300658433647,0.060243385210989285,3,exploratory_release_aligned_hac,0.01902000441898154,100.0,-8.574608733422906
-1.715410598388456,-0.0655253094477475,43.39622641509434,54.347826086956516,46,55.88235294117647,34,True,0.7835415062529557,0.2747068002505732,Weak/Mixed,evidence thresholds not met,1,1w,russell2000,new_release_decision,0.32002382831902176,32,0.56423424958932,60,106,-0.6659190188837071,0.033816292370717566,0.5161855908294513,0.1961617625104295,14,True,0.6874292157547603,0.40234625765986787,0.2062360776960701,0.02661418310044766,3,exploratory_release_aligned_hac,0.018671959581974772,66.66666666666666,-8.574608733422906
,,,,0,,0,False,,,Not estimable,continuous HAC not estimable; directional edge HAC not estimable; directional sample 0<20; subperiod stability not estimable; path utility not estimable,4,4w,russell2000,old_tff,,0,,0,0,,,,,0,False,,,,,0,exploratory_release_aligned_hac,,,
,,,,0,,0,False,,,Not estimable,continuous HAC not estimable; directional edge HAC not estimable; directional sample 0<20; subperiod stability not estimable; path utility not estimable,4,4w,russell2000,old_legacy,,0,,0,0,,,,,0,False,,,,,0,exploratory_release_aligned_hac,,,
-3.6367981668299607,-0.266654081996959,84.0909090909091,45.04504504504504,111,51.68539325842697,89,True,0.3179168246448829,0.9987479116746959,Weak/Mixed,evidence thresholds not met,4,4w,russell2000,new_structural,0.9455884552152676,88,3.1094949788132995,21,132,-1.5395334403874452,0.12475150882841723,2.3310078677078736,1.385419412492606,23,True,0.19147692461588872,1.3062224376241254,1.0191801436406642,0.13001882453489502,3,exploratory_release_aligned_hac,0.011858504700695658,100.0,-14.83057294383585
-3.752295137643968,-0.5299936069164796,79.54545454545455,43.80952380952381,105,50.602409638554214,83,True,0.45486972110500395,0.747321162589637,Weak/Mixed,evidence thresholds not met,4,4w,russell2000,new_structural_tactical,1.332469630286725,82,1.4536544048337552,27,132,-1.8432969050918682,0.10306936338152206,2.3310078677078736,0.9985382374211487,23,True,0.26799473825296866,1.1076922714600868,0.8700024058265884,0.12817161476021316,3,exploratory_release_aligned_hac,0.026490218876001056,66.66666666666666,-14.83057294383585
-4.125312224710737,-0.44378910866495463,42.857142857142854,37.77777777777778,45,57.57575757575758,33,True,0.9050685301446675,0.11926106345578112,Weak/Mixed,evidence thresholds not met,4,4w,russell2000,new_release_decision,1.194893437861157,32,1.7728836751266903,60,105,-1.8876483873137124,0.06627976469055266,1.4050830862795434,0.21018964841838628,13,True,0.5506372676478635,0.5968054667804071,0.7312200240515416,0.04821506657584026,3,exploratory_release_aligned_hac,0.11753202465553113,66.66666666666666,-12.835965227100532
,,,,0,,0,False,,,Not estimable,continuous HAC not estimable; directional edge HAC not estimable; directional sample 0<20; subperiod stability not estimable; path utility not estimable,13,13w,russell2000,old_tff,,0,,0,0,,,,,0,False,,,,,0,exploratory_release_aligned_hac,,,
,,,,0,,0,False,,,Not estimable,continuous HAC not estimable; directional edge HAC not estimable; directional sample 0<20; subperiod stability not estimable; path utility not estimable,13,13w,russell2000,old_legacy,,0,,0,0,,,,,0,False,,,,,0,exploratory_release_aligned_hac,,,
-7.359817293239534,-0.8866016816108763,87.70491803278688,45.794392523364486,107,57.647058823529406,85,True,0.09382133575920087,1.675575680130066,Weak/Mixed,evidence thresholds not met,13,13w,russell2000,new_structural,3.2033906400086134,84,8.864266024891357,15,122,-3.462537734244713,0.25678809535080355,7.574714514276514,4.371323874267901,23,True,0.06248264661980691,1.8628551622544538,3.3285843462428413,0.31683881180190643,3,exploratory_release_aligned_hac,0.16866360598965052,100.0,-24.06157624760912
-7.6168307689656105,-1.1078963287767658,82.78688524590164,44.554455445544555,101,55.69620253164557,79,True,0.10775876822462617,1.6083489835500633,Weak/Mixed,evidence thresholds not met,13,13w,russell2000,new_structural_tactical,3.668153372241194,78,5.520611480918133,21,122,-3.773787097914729,0.2481715424166311,7.574714514276514,3.90656114203532,23,True,0.06865790542317465,1.8206642779943987,3.321199144812569,0.3047936602820967,3,exploratory_release_aligned_hac,0.12244136852978708,100.0,-24.06157624760912
-8.268602732456841,-1.2220102589592523,42.57425742574257,48.837209302325576,43,54.83870967741935,31,True,0.3757716158872029,0.8857140860191263,Weak/Mixed,evidence thresholds not met,13,13w,russell2000,new_release_decision,4.7894630845588155,30,3.8881560849119308,58,101,-4.116021215319146,0.10190602256664644,7.010573184732048,2.2211101001732327,13,True,0.4325663875253839,0.7848075930838432,1.874718590023459,0.09451685916296038,3,exploratory_release_aligned_hac,0.11543805265869923,33.33333333333333,-23.884665276432223
,,,,0,,0,False,,,Not estimable,continuous HAC not estimable; directional edge HAC not estimable; directional sample 0<20; subperiod stability not estimable; path utility not estimable,26,26w,russell2000,old_tff,,0,,0,0,,,,,0,False,,,,,0,exploratory_release_aligned_hac,,,
,,,,0,,0,False,,,Not estimable,continuous HAC not estimable; directional edge HAC not estimable; directional sample 0<20; subperiod stability not estimable; path utility not estimable,26,26w,russell2000,old_legacy,,0,,0,0,,,,,0,False,,,,,0,exploratory_release_aligned_hac,,,
-11.315578827367068,-2.4348101732668486,89.90825688073394,45.91836734693878,98,56.57894736842105,76,True,0.14581651356488043,1.4544683087701074,Weak/Mixed,evidence thresholds not met,26,26w,russell2000,new_structural,7.176051285514142,75,11.650229668091667,11,109,-6.395262762845322,0.2905950462457998,13.025758671017805,5.849707385503662,23,True,0.12116140962826069,1.5499171214396747,4.627727426626177,0.37533560804526545,3,exploratory_release_aligned_hac,0.09325833627806458,100.0,-36.919122761258926
-11.560426715424386,-2.366621666069288,86.23853211009175,46.808510638297875,94,56.94444444444444,72,True,0.14201598712589672,1.4683249120098751,Weak/Mixed,evidence thresholds not met,26,26w,russell2000,new_structural_tactical,7.352885718928489,71,9.620099114576425,15,109,-6.412771016467823,0.3347960476571139,13.025758671017805,5.672872952089316,23,True,0.080923037033464,1.7453553253247631,5.505926743775142,0.4469189430615743,3,exploratory_release_aligned_hac,0.20917551735355816,100.0,-36.919122761258926
-12.016877179179541,-3.568991595603707,44.680851063829785,45.23809523809524,42,50.0,30,True,0.543498903978336,0.6075305059993923,Weak/Mixed,evidence thresholds not met,26,26w,russell2000,new_release_decision,10.60770526258394,29,6.851886101208066,52,94,-7.774898608316546,0.10347670335765831,12.132754276890655,1.525049014306715,13,True,0.11913896211333574,1.5583978663396028,2.587770861774594,0.14584666509100022,3,exploratory_release_aligned_hac,0.00164453999702451,0.0,-36.08698269869679
-1.2664127154327833,-0.03668069193406374,83.9907192575406,45.30386740331492,362,49.715909090909086,352,True,0.477400612300828,0.7104895445467838,Weak/Mixed,evidence thresholds not met,1,1w,sp500,old_tff,0.20156027013413894,266,0.34494607296264557,69,431,-0.4799251423355379,0.0268082280533097,0.4201731393286446,0.21861286919450565,96,True,0.5569632694374218,0.5873580383897815,0.04174545374075383,0.030427039557775416,3,exploratory_release_aligned_hac,0.029908132009158553,66.66666666666666,-14.106780278708154
-1.2381609549416908,-0.039046320464033,56.61252900232019,45.90163934426229,244,50.8695652173913,230,True,0.8783050686674743,-0.15311819356683543,Weak/Mixed,evidence thresholds not met,1,1w,sp500,old_legacy,0.20843433881731066,133,0.3841534777191059,187,431,-0.47240265469362475,0.009614254933296415,0.1639140979232277,-0.04452024089408296,111,True,0.8457213726281895,0.19458049665383803,0.018141139497591597,0.00878441304631859,3,exploratory_release_aligned_hac,0.0017885996670428137,33.33333333333333,-14.979601773502216
-1.2637350959178952,0.11713373845129461,78.88631090487239,55.88235294117647,340,51.257861635220124,318,True,0.9264524690993796,-0.09230908664285713,Weak/Mixed,evidence thresholds not met,1,1w,sp500,new_structural,0.22240279739751215,59,0.5679552868055692,91,431,-0.3251735451199687,-0.0006727512234711128,0.18842432782880209,-0.03397846956871006,281,True,0.9878149478718516,-0.015272291767623715,-0.002789672888176846,0.0012285066201121466,3,exploratory_release_aligned_hac,0.0035327505786020346,66.66666666666666,-16.54336438599502
-1.165523035557272,0.20644807139068544,75.87006960556845,56.88073394495413,327,52.28758169934641,306,True,0.7951654144416143,0.2596089726136808,Weak/Mixed,evidence thresholds not met,1,1w,sp500,new_structural_tactical,0.19464513141730927,57,0.2697583455704421,104,431,-0.2014849910543598,0.031022732047142777,0.29112330309459544,0.09647817167728617,270,True,0.4929777102998818,0.6855804545389355,0.13329932293431912,0.054356114804794776,3,exploratory_release_aligned_hac,0.020551141910434004,100.0,-16.54336438599502
-0.8338544646074068,0.2588557106553876,67.93893129770993,61.79775280898876,89,48.64864864864865,74,True,0.32415819095683396,-0.9859488961890871,Weak/Mixed,evidence thresholds not met,1,1w,sp500,new_release_decision,1.5768578442614312,4,0.29516290431586034,42,131,-0.032993351957204764,-0.027452655176364603,0.34524223088676737,-1.2316156133746639,85,True,0.772594961365769,-0.2889822492474179,-0.1486198775752452,0.07417270000705732,3,exploratory_release_aligned_hac,0.03203955202659906,66.66666666666666,-4.656123446446014
-2.9716485615598276,-0.1423094439240065,83.8785046728972,42.89693593314763,359,47.56446991404012,349,True,0.25205599745025725,1.1453698132787877,Weak/Mixed,evidence thresholds not met,4,4w,sp500,old_tff,0.8895990480183676,263,0.8266151757199902,69,428,-1.182386440469946,0.08081430518185567,1.9049527006261704,1.0153536526078026,96,True,0.2207173933969703,1.2246227467694617,0.24988215001149588,0.11558642060122985,3,exploratory_release_aligned_hac,0.07507466315029769,100.0,-24.71408985995176
-2.7080740479282013,0.4176818075111622,56.30841121495327,49.79253112033195,241,53.30396475770925,227,True,0.23089286752239982,1.1980620346182607,Weak/Mixed,evidence thresholds not met,4,4w,sp500,old_legacy,0.6865108981674508,130,1.0412957587160165,187,428,-0.5301441092637083,0.08817312848755929,1.7108804718194475,1.0243695736519967,111,True,0.22752070856359158,1.2067700621116662,0.33125832696022817,0.11089414100316582,3,exploratory_release_aligned_hac,0.015107334597047,100.0,-17.47017727644945
-2.653574437623869,1.127520560834443,79.2056074766355,64.30678466076697,339,62.14511041009464,317,True,0.15033334591254932,1.438355027823843,Tentative,positive but not fully supported,4,4w,sp500,new_structural,-0.0314711715410371,59,1.0714672374448153,89,428,0.19876950766608892,0.11114408608146033,1.358473825006982,1.3899449965480193,280,True,0.09168589217852678,1.6865708958722336,0.9161480393183531,0.09808656621432688,3,exploratory_release_aligned_hac,0.041441157083819735,66.66666666666666,-30.943899333383264
-2.3851074649500696,1.3333535299330799,76.16822429906543,65.6441717791411,326,63.278688524590166,305,True,0.06898164449892207,1.8185399628890242,Tentative,positive but not fully supported,4,4w,sp500,new_structural_tactical,-0.12324760345105891,57,0.5220924710672448,102,428,0.49856591720055554,0.1408395834623699,1.589770027366073,1.713017630817132,269,True,0.04074075370866047,2.0461587561890804,1.2027556766890064,0.1457878856092834,3,exploratory_release_aligned_hac,0.07248609483853775,100.0,-24.72673321289072
-1.7756076995161507,1.3417473717051212,67.6923076923077,72.72727272727273,88,54.794520547945204,73,True,0.6534957556509398,0.44891114544598254,Weak/Mixed,evidence thresholds not met,4,4w,sp500,new_release_decision,-0.38805721438862917,4,1.962281039011287,42,130,0.7202846768744684,0.08333526433033273,1.3871611887201922,1.7752184031088214,84,True,0.47401175181676336,0.715966957827513,0.886534357674556,0.10254131921978256,3,exploratory_release_aligned_hac,0.12038731251820896,100.0,-7.640129288468223
-5.927327992191253,-1.0853062162674618,83.49282296650718,42.693409742120345,349,48.37758112094395,339,True,0.48392106328147577,0.7000099937676262,Weak/Mixed,evidence thresholds not met,13,13w,sp500,old_tff,3.207581357930059,255,3.2212213649994346,69,418,-3.1598710135344,0.08756963419415051,4.671929540370435,1.464348182440376,94,True,0.35808830446976525,0.9190138949079442,0.41758263366533804,0.12334014585775169,3,exploratory_release_aligned_hac,0.14486442971027316,100.0,-40.23870676639536
-5.088511175104145,0.7466953667548546,55.50239234449761,53.44827586206896,232,55.96330275229357,218,True,0.3758426831460425,0.8855822439941857,Weak/Mixed,evidence thresholds not met,13,13w,sp500,old_legacy,2.0609553545825654,122,4.318561643261692,186,418,-1.034283544531596,0.1044121117655222,3.86063525769272,1.7996799031101545,110,True,0.3637038405518759,0.9083301068491189,0.6037405413840227,0.13054940199462733,3,exploratory_release_aligned_hac,0.07983402993027111,100.0,-24.69925523857612
-4.948975481257128,3.654245461732679,80.38277511961722,75.29761904761905,336,67.51592356687898,314,True,0.03020062566122013,2.1674491154254594,Supported,positive HAC score and edge; stable sign; positive path utility,13,13w,sp500,new_structural,-0.6159622864754449,59,3.953853316022797,82,418,1.9221040432926844,0.1992972123166021,4.301388809531151,4.917351096006596,277,True,0.04896299479153434,1.9689137632551028,2.517232667552482,0.15518788808835068,3,exploratory_release_aligned_hac,0.006717919161705751,100.0,-33.807867083214994
-4.504542630629927,3.7752566190268455,77.27272727272727,76.47058823529412,323,68.87417218543047,302,True,0.015241250941177347,2.426595201709353,Supported,positive HAC score and edge; stable sign; positive path utility,13,13w,sp500,new_structural_tactical,-0.7257821692424963,57,3.607265016841266,95,418,2.198666698306371,0.2197281056416922,4.428715429694921,5.154497598937417,266,True,0.02387072889552272,2.2592035052073536,2.8723999160536184,0.21744005577760261,3,exploratory_release_aligned_hac,0.011648685071394323,100.0,-32.106801154311825
-3.54957380252697,3.4957889331112493,67.71653543307087,75.5813953488372,86,42.25352112676056,71,True,0.006197589775346933,-2.7371400735760503,Contradictory,statistically adverse sign,13,13w,sp500,new_release_decision,7.00865644182484,4,5.96410838316757,41,127,2.25343810222681,-0.1385127242085406,4.0082009026203265,-3.0004555392045136,82,True,0.2805975941388492,-1.0789778675768298,-2.5913770969314784,-0.14006977671379106,3,exploratory_release_aligned_hac,0.2614799924177722,66.66666666666666,-18.331847296615106
-9.276513389511969,-2.361383062363201,82.96296296296296,38.98809523809524,336,48.15950920245399,326,True,0.5300791355312953,0.6278852174715014,Weak/Mixed,evidence thresholds not met,26,26w,sp500,old_tff,6.67542085234118,242,6.488425539545894,69,405,-5.60816274869239,0.059798593800283566,8.744969545877982,2.0695486935368024,94,True,0.642216024804771,0.46460266312307663,0.3719562356658254,0.0923779137146272,3,exploratory_release_aligned_hac,0.15189972598849938,100.0,-55.35636811689777
-7.742228473381372,1.0629917287016646,57.03703703703704,53.246753246753244,231,56.22119815668203,217,True,0.34690680297884885,0.9406060059029079,Weak/Mixed,evidence thresholds not met,26,26w,sp500,old_legacy,5.895226465466439,121,6.971175010544826,174,405,-1.6467882369818154,0.14222489621519702,8.71703174228658,2.8218052768201405,110,True,0.257586267158219,1.132114577069078,1.065497734426022,0.1370036183326892,3,exploratory_release_aligned_hac,0.2781588271539352,100.0,-29.39283009341076
-6.78443879710273,7.709935172465005,80.24691358024691,81.53846153846153,325,69.96699669966998,303,True,0.010499505570781532,2.558929420841171,Supported,positive HAC score and edge; stable sign; positive path utility,26,26w,sp500,new_structural,-1.9245044689919772,59,7.581786776221117,80,405,5.335381593479049,0.3381467962219278,8.993169802182706,10.917674271174683,266,True,0.016788107344831264,2.3913157637858315,5.540225173130589,0.24156595898631206,3,exploratory_release_aligned_hac,0.004566744926356727,66.66666666666666,-33.807867083214994
-6.38061798093913,7.6914641527358025,77.03703703703704,81.73076923076923,312,70.10309278350515,291,True,0.00854329789821759,2.629808495536003,Supported,positive HAC score and edge; stable sign; positive path utility,26,26w,sp500,new_structural_tactical,-2.1825362594690274,57,7.895189932620019,93,405,5.458247859407107,0.3128190947423273,8.922871564171905,11.105407823640931,255,True,0.03279289267818366,2.1346098441000527,5.3369058196885,0.25090647871417715,3,exploratory_release_aligned_hac,0.09432229792742432,66.66666666666666,-32.106801154311825
-5.114906199148806,8.143733387798019,68.10344827586206,88.60759493670885,79,21.875,64,True,0.0021494541517676474,-3.0687652555430525,Contradictory,statistically adverse sign,26,26w,sp500,new_release_decision,13.781329886750266,4,11.730169457948715,37,116,6.353516218095937,-0.15163897013288286,9.313070095773929,-4.468259790976337,75,True,0.10120379120278862,-1.6390454657203004,-2.9581207720587863,-0.14078630018352056,3,exploratory_release_aligned_hac,0.05721810838514848,66.66666666666666,-18.331847296615106
